date,temp_avg,dew_point_avg,humidity_avg,wind_avg
2018-02-17,34.1,23.9,69.0,8.5
2018-02-18,38.0,27.2,68.3,8.6
2018-02-19,44.5,39.0,81.6,6.1
2018-02-20,54.2,49.6,85.4,8.9
2018-02-21,61.7,53.3,75.9,9.7
2018-02-22,42.9,34.4,73.1,12.3
2018-02-23,39.0,35.5,87.1,9.4
2018-02-24,47.0,40.7,79.5,8.9
2018-02-25,41.6,38.5,88.8,10.7
2018-02-26,46.9,31.5,58.1,9.0
2018-02-27,47.2,23.3,40.0,8.8
2018-02-28,51.3,30.3,45.1,9.9
2018-03-01,52.7,38.6,59.7,8.7
2018-03-02,39.2,34.7,84.4,23.9
2018-03-03,41.9,28.4,59.0,22.5
2018-03-04,40.5,24.2,52.5,19.2
2018-03-05,38.0,23.4,55.8,15.9
2018-03-06,39.9,26.1,58.5,9.8
2018-03-07,35.3,32.2,88.8,19.5
2018-03-08,37.8,25.9,63.3,13.0
2018-03-09,37.1,20.7,52.1,17.5
2018-03-10,37.5,18.8,47.3,15.2
2018-03-11,39.9,20.2,45.9,10.5
2018-03-12,37.8,27.7,67.3,13.2
2018-03-13,36.1,28.9,77.1,16.2
2018-03-14,36.0,21.5,57.0,19.0
2018-03-15,39.6,20.3,47.5,16.8
2018-03-16,36.3,18.7,49.3,20.3
2018-03-17,38.3,12.6,36.5,15.5
2018-03-18,37.0,9.3,33.2,11.2
2018-03-19,39.7,13.2,36.5,8.8
2018-03-20,35.8,16.1,45.6,12.4
2018-03-21,34.0,27.9,80.0,16.4
2018-03-22,40.6,25.5,58.6,16.5
2018-03-23,42.6,22.1,44.8,12.3
2018-03-24,43.5,18.8,38.5,11.3
2018-03-25,39.6,23.7,53.4,13.4
2018-03-26,40.3,21.6,48.8,10.1
2018-03-27,39.8,22.3,50.3,6.5
2018-03-28,44.2,36.5,74.8,6.5
2018-03-29,49.3,44.6,84.1,6.6
2018-03-30,49.5,43.4,80.8,9.3
2018-03-31,46.8,21.4,37.9,11.6
2018-04-01,50.6,29.7,45.5,11.9
2018-04-02,37.4,29.5,75.3,9.1
2018-04-03,41.0,35.9,82.6,9.9
2018-04-04,47.2,38.4,77.0,11.6
2018-04-05,40.6,13.4,33.7,18.6
2018-04-06,46.0,30.7,58.1,11.8
2018-04-07,43.7,20.8,42.3,13.0
2018-04-08,38.0,15.4,40.5,15.7
2018-04-09,39.8,18.4,43.5,10.4
2018-04-10,43.6,27.9,56.8,9.5
2018-04-11,44.8,23.8,45.4,7.5
2018-04-12,52.5,35.2,52.5,9.8
2018-04-13,67.2,42.6,42.3,12.4
2018-04-14,58.8,45.7,62.3,12.9
2018-04-15,41.8,33.3,72.3,21.2
2018-04-16,48.0,42.7,82.8,20.1
2018-04-17,44.4,28.4,54.0,15.2
2018-04-18,46.6,25.6,44.5,11.9
2018-04-19,44.2,33.7,67.5,13.2
2018-04-20,43.5,24.0,46.8,17.1
2018-04-21,51.4,23.8,36.5,12.2
2018-04-22,54.8,22.2,29.6,9.2
2018-04-23,53.6,32.7,47.5,8.2
2018-04-24,55.9,41.2,60.9,10.1
2018-04-25,54.6,52.0,91.1,10.3
2018-04-26,60.2,45.5,62.7,10.1
2018-04-27,52.0,46.1,80.9,8.7
2018-04-28,57.4,48.5,73.0,8.4
2018-04-29,52.8,40.2,64.4,12.1
2018-04-30,49.2,33.0,54.3,15.8
2018-05-01,64.8,32.4,33.3,8.9
2018-05-02,79.0,34.9,21.4,12.9
2018-05-03,80.5,52.2,40.0,11.1
2018-05-04,76.7,60.1,57.3,8.5
2018-05-05,67.7,41.5,39.8,11.6
2018-05-06,60.4,48.3,65.1,8.3
2018-05-07,62.9,49.4,63.6,6.5
2018-05-08,61.7,48.2,62.0,6.3
2018-05-09,64.0,47.4,57.6,6.3
2018-05-10,59.9,53.0,78.1,6.9
2018-05-11,65.8,40.6,44.7,10.5
2018-05-12,55.9,48.9,78.7,8.3
2018-05-13,53.5,48.7,83.5,7.5
2018-05-14,57.8,52.5,83.3,5.3
2018-05-15,68.0,60.7,79.7,9.9
2018-05-16,59.0,55.6,88.6,9.1
2018-05-17,62.0,57.4,85.8,5.6
2018-05-18,62.7,47.2,60.2,11.8
2018-05-19,53.5,49.4,87.0,11.1
2018-05-20,70.0,60.5,74.1,9.3
2018-05-21,68.0,48.8,52.0,7.7
2018-05-22,61.3,51.2,71.2,5.5
2018-05-23,67.5,56.0,71.0,5.9
2018-05-24,74.2,43.7,36.7,8.0
2018-05-25,79.5,51.3,38.6,11.9
2018-05-26,82.4,64.3,55.1,9.0
2018-05-27,63.6,57.9,82.3,16.3
2018-05-28,60.9,53.0,75.8,8.4
2018-05-29,75.1,63.2,68.1,6.4
2018-05-30,65.5,60.0,83.1,8.8
2018-05-31,64.7,61.2,88.4,8.2
2018-06-01,69.7,65.4,86.6,6.4
2018-06-02,77.3,66.4,69.8,9.2
2018-06-03,62.3,51.9,69.1,13.2
2018-06-04,58.3,51.4,79.0,11.3
2018-06-05,68.4,49.8,53.7,9.7
2018-06-06,63.8,49.1,59.5,7.9
2018-06-07,64.4,53.0,67.7,9.8
2018-06-08,73.1,58.9,62.3,7.6
2018-06-09,74.8,54.7,50.3,7.8
2018-06-10,68.5,51.2,54.2,5.7
2018-06-11,64.7,47.8,56.0,8.9
2018-06-12,66.8,47.3,50.5,9.8
2018-06-13,71.6,62.8,73.8,9.1
2018-06-14,77.2,52.9,45.5,14.6
2018-06-15,70.9,50.5,48.7,10.3
2018-06-16,76.0,49.8,41.7,6.2
2018-06-17,79.6,53.0,42.2,6.2
2018-06-18,83.2,66.7,58.3,11.9
2018-06-19,82.5,61.4,51.5,11.0
2018-06-20,75.3,56.6,53.5,7.5
2018-06-21,73.0,62.7,73.8,7.8
2018-06-22,70.1,59.3,68.9,11.4
2018-06-23,64.8,57.8,78.6,11.0
2018-06-24,73.2,64.4,75.3,8.2
2018-06-25,74.6,54.9,52.7,11.1
2018-06-26,70.8,54.3,56.8,11.1
2018-06-27,71.5,59.2,65.8,12.4
2018-06-28,75.6,69.1,80.8,10.5
2018-06-29,81.8,61.6,52.8,9.0
2018-06-30,84.3,59.5,44.6,5.8
2018-07-01,88.6,67.2,49.5,6.2
2018-07-02,85.6,69.1,59.2,8.9
2018-07-03,83.3,73.4,72.2,7.5
2018-07-04,82.1,71.2,70.3,7.7
2018-07-05,83.4,71.2,67.4,10.7
2018-07-06,79.6,67.9,68.6,12.3
2018-07-07,70.1,46.8,44.2,11.8
2018-07-08,74.1,51.4,46.2,6.1
2018-07-09,79.1,55.6,45.0,8.4
2018-07-10,84.0,58.5,44.3,7.0
2018-07-11,80.3,63.3,56.3,10.3
2018-07-12,75.9,56.8,54.0,8.3
2018-07-13,77.9,58.2,51.6,7.9
2018-07-14,82.6,58.8,45.0,10.0
2018-07-15,76.3,67.6,75.3,7.0
2018-07-16,84.4,69.8,62.2,8.3
2018-07-17,78.7,70.4,76.3,9.7
2018-07-18,78.2,56.8,50.3,10.9
2018-07-19,75.2,52.3,45.8,9.1
2018-07-20,76.3,59.1,57.3,8.6
2018-07-21,72.0,59.5,65.9,14.5
2018-07-22,77.2,70.8,81.1,17.0
2018-07-23,79.7,72.2,78.0,15.1
2018-07-24,81.1,72.0,74.1,16.8
2018-07-25,77.4,72.0,83.2,13.3
2018-07-26,79.4,69.1,72.0,7.7
2018-07-27,80.7,68.6,67.3,8.9
2018-07-28,80.0,67.2,66.5,6.4
2018-07-29,78.5,60.5,54.7,8.2
2018-07-30,76.7,62.2,61.5,6.9
2018-07-31,76.5,63.5,64.9,7.5
2018-08-01,81.0,72.4,75.9,10.7
2018-08-02,83.1,71.1,67.6,8.1
2018-08-03,80.5,71.5,74.3,9.2
2018-08-04,79.5,70.5,75.3,7.6
2018-08-05,85.5,65.9,53.1,4.8
2018-08-06,87.5,68.7,54.7,6.0
2018-08-07,83.5,71.7,68.1,9.6
2018-08-08,84.5,70.7,64.1,6.4
2018-08-09,82.3,67.0,62.2,10.4
2018-08-10,82.3,62.2,51.3,6.5
2018-08-11,75.6,69.7,82.2,7.8
2018-08-12,76.8,70.8,82.3,9.2
2018-08-13,74.2,70.3,87.7,11.9
2018-08-14,76.7,68.0,75.8,7.2
2018-08-15,81.1,64.8,59.5,11.3
2018-08-16,85.6,66.4,53.7,8.3
2018-08-17,84.4,71.1,64.6,11.6
2018-08-18,78.8,69.7,74.5,9.1
2018-08-19,72.1,63.7,74.8,12.7
2018-08-20,71.7,62.2,71.9,10.2
2018-08-21,73.8,63.2,69.8,8.7
2018-08-22,77.8,66.7,70.6,12.1
2018-08-23,74.4,54.0,50.8,11.9
2018-08-24,76.5,55.1,48.5,8.1
2018-08-25,76.5,57.0,51.5,7.8
2018-08-26,78.5,62.9,58.9,9.0
2018-08-27,83.6,68.3,60.6,6.8
2018-08-28,89.5,70.3,54.6,9.1
2018-08-29,90.9,69.7,50.7,10.0
2018-08-30,85.8,67.8,55.5,10.3
2018-08-31,75.5,63.2,65.8,12.6
2018-09-01,73.2,61.1,66.0,9.9
2018-09-02,76.2,65.9,70.6,6.5
2018-09-03,83.3,72.3,70.2,6.8
2018-09-04,86.3,68.3,55.3,7.6
2018-09-05,83.5,71.2,67.2,8.4
2018-09-06,84.4,72.4,68.6,9.0
2018-09-07,74.9,67.9,78.9,10.8
2018-09-08,69.0,57.2,66.7,11.0
2018-09-09,62.3,53.3,72.5,14.9
2018-09-10,62.5,58.4,86.3,16.0
2018-09-11,69.6,66.0,88.5,6.0
2018-09-12,73.8,71.1,91.0,6.8
2018-09-13,72.7,67.6,84.0,11.5
2018-09-14,72.7,65.3,77.6,11.4
2018-09-15,73.4,64.2,73.5,6.0
2018-09-16,76.2,64.6,68.3,4.7
2018-09-17,75.5,68.3,78.5,8.6
2018-09-18,75.7,71.0,85.3,10.4
2018-09-19,75.2,66.0,73.4,7.4
2018-09-20,68.6,57.6,68.0,9.1
2018-09-21,71.4,61.1,69.7,12.4
2018-09-22,71.3,55.8,58.9,11.7
2018-09-23,64.7,52.9,65.9,8.1
2018-09-24,64.3,53.3,67.6,14.3
2018-09-25,69.6,64.6,84.2,13.8
2018-09-26,75.5,71.0,86.2,8.2
2018-09-27,68.7,53.9,59.9,11.6
2018-09-28,62.6,57.1,82.5,11.2
2018-09-29,66.8,53.2,63.3,6.6
2018-09-30,65.2,50.4,59.5,7.1
2018-10-01,71.5,61.9,72.2,7.3
2018-10-02,71.3,64.7,80.0,9.2
2018-10-03,70.5,59.9,69.9,8.3
2018-10-04,71.7,63.4,75.7,5.6
2018-10-05,66.5,54.2,64.9,9.4
2018-10-06,66.1,58.5,76.8,7.8
2018-10-07,74.7,66.8,77.0,5.6
2018-10-08,67.6,63.2,86.0,10.2
2018-10-09,72.4,66.4,81.7,6.0
2018-10-10,75.1,68.2,79.5,7.9
2018-10-11,73.9,69.5,86.2,8.9
2018-10-12,62.5,49.0,62.6,16.5
2018-10-13,53.3,39.7,60.6,10.9
2018-10-14,55.8,38.8,53.3,6.8
2018-10-15,63.2,56.2,78.2,10.4
2018-10-16,55.0,35.4,48.8,13.9
2018-10-17,55.8,35.4,46.8,15.8
2018-10-18,48.5,25.3,41.2,15.2
2018-10-19,54.3,32.4,44.5,10.8
2018-10-20,59.1,45.5,62.3,12.1
2018-10-21,48.4,32.6,55.5,18.3
2018-10-22,48.7,30.6,50.2,9.9
2018-10-23,56.0,39.2,55.8,10.5
2018-10-24,50.8,34.5,54.2,17.9
2018-10-25,46.9,30.5,53.3,15.2
2018-10-26,46.1,31.7,57.6,7.5
2018-10-27,49.7,46.3,88.2,23.0
2018-10-28,50.1,42.2,75.4,9.6
2018-10-29,53.3,42.1,66.9,12.6
2018-10-30,50.8,30.5,47.1,12.9
2018-10-31,56.3,41.3,57.8,8.0
2018-11-01,62.9,53.2,71.1,7.5
2018-11-02,65.4,61.5,87.0,11.7
2018-11-03,58.5,47.6,70.3,14.4
2018-11-04,50.4,32.4,51.1,7.9
2018-11-05,52.1,46.8,82.0,13.6
2018-11-06,55.3,52.7,90.9,7.9
2018-11-07,59.3,38.6,47.6,13.5
2018-11-08,51.3,30.9,46.0,10.6
2018-11-09,50.2,41.3,72.7,13.9
2018-11-10,45.2,29.9,59.5,15.7
2018-11-11,42.0,21.4,44.6,10.7
2018-11-12,45.0,28.5,54.0,5.4
2018-11-13,48.1,42.9,82.9,12.2
2018-11-14,37.8,17.8,44.8,16.9
2018-11-15,33.9,26.6,77.4,17.9
2018-11-16,41.1,33.8,76.6,19.9
2018-11-17,44.5,29.9,57.0,13.3
2018-11-18,42.5,27.1,54.8,7.3
2018-11-19,46.8,38.6,73.6,5.2
2018-11-20,45.1,36.0,71.6,12.2
2018-11-21,39.4,22.1,50.6,16.1
2018-11-22,24.1,4.2,43.0,18.6
2018-11-23,26.0,3.3,39.5,7.5
2018-11-24,41.6,34.4,76.3,12.5
2018-11-25,49.8,41.5,74.6,12.6
2018-11-26,48.9,43.4,81.9,14.8
2018-11-27,42.7,31.9,66.7,16.4
2018-11-28,40.3,25.4,55.3,19.3
2018-11-29,42.4,27.2,54.9,19.5
2018-11-30,40.5,30.5,68.1,5.4
2018-12-01,42.0,33.5,72.8,6.5
2018-12-02,49.5,47.8,93.6,7.2
2018-12-03,53.2,41.5,66.5,13.6
2018-12-04,38.4,19.6,47.5,15.5
2018-12-05,33.6,16.0,48.9,9.3
2018-12-06,36.8,20.0,51.2,13.0
2018-12-07,35.8,17.0,46.9,15.2
2018-12-08,31.4,14.2,49.2,10.5
2018-12-09,33.4,16.7,50.5,6.8
2018-12-10,35.1,18.5,51.4,9.8
2018-12-11,35.3,21.9,58.6,8.1
2018-12-12,37.1,22.8,56.6,11.8
2018-12-13,37.3,30.0,76.0,12.7
2018-12-14,46.1,41.4,84.0,7.7
2018-12-15,47.0,44.3,90.8,7.5
2018-12-16,40.2,36.6,87.3,19.3
2018-12-17,41.1,31.3,70.0,16.4
2018-12-18,33.7,16.1,48.9,20.8
2018-12-19,35.0,18.6,52.1,7.9
2018-12-20,41.5,36.5,83.0,9.3
2018-12-21,56.7,54.9,93.7,16.0
2018-12-22,45.3,35.2,69.0,18.5
2018-12-23,39.9,23.9,52.9,10.0
2018-12-24,38.2,30.4,75.6,7.9
2018-12-25,36.8,21.3,53.6,13.2
2018-12-26,38.5,23.3,54.5,9.6
2018-12-27,40.8,27.2,58.8,9.5
2018-12-28,51.4,49.0,91.8,9.3
2018-12-29,49.2,37.6,65.6,14.6
2018-12-30,36.7,26.4,66.6,7.0
2018-12-31,42.8,37.7,82.3,8.7
2019-01-01,51.0,42.1,73.5,15.4
2019-01-02,37.7,22.7,54.9,8.3
2019-01-03,41.9,30.3,64.7,10.6
2019-01-04,42.4,28.8,59.1,9.8
2019-01-05,43.9,40.5,88.2,13.6
2019-01-06,42.6,26.1,53.0,17.3
2019-01-07,29.8,8.2,41.1,10.0
2019-01-08,42.6,38.7,86.4,5.8
2019-01-09,42.5,26.3,54.7,20.1
2019-01-10,32.9,17.5,53.3,22.8
2019-01-11,26.6,7.4,44.8,19.0
2019-01-12,28.1,7.8,43.2,8.2
2019-01-13,29.2,10.9,46.8,11.4
2019-01-14,27.7,13.0,55.0,11.4
2019-01-15,30.8,13.6,49.4,7.0
2019-01-16,35.4,20.2,54.5,12.0
2019-01-17,29.7,9.2,42.8,8.9
2019-01-18,34.0,28.8,81.7,7.4
2019-01-19,35.3,24.9,67.3,10.0
2019-01-20,33.3,28.6,84.0,17.8
2019-01-21,11.6,-2.2,54.4,26.5
2019-01-22,23.4,1.8,41.1,10.8
2019-01-23,37.8,22.7,56.4,9.0
2019-01-24,50.0,45.3,84.3,16.1
2019-01-25,35.4,12.3,40.3,15.4
2019-01-26,30.1,5.8,36.3,9.4
2019-01-27,40.0,24.7,56.4,10.9
2019-01-28,29.3,9.4,44.0,9.3
2019-01-29,35.4,28.1,75.1,10.1
2019-01-30,23.6,7.4,52.2,21.3
2019-01-31,10.5,-12.0,36.1,14.5
2019-02-01,17.3,-6.0,35.8,9.4
2019-02-02,26.8,7.9,45.8,10.4
2019-02-03,40.7,27.5,60.2,5.3
2019-02-04,46.7,33.9,62.3,5.3
2019-02-05,50.3,38.3,65.7,5.5
2019-02-06,40.0,30.7,70.6,10.6
2019-02-07,41.4,38.4,89.2,10.0
2019-02-08,43.3,33.2,72.8,11.0
2019-02-09,28.5,7.8,41.8,21.8
2019-02-10,30.3,9.0,42.0,8.9
2019-02-11,34.2,17.5,51.2,7.0
2019-02-12,30.5,23.8,78.9,15.2
2019-02-13,36.3,26.7,71.1,14.7
2019-02-14,38.9,19.4,46.8,11.6
2019-02-15,47.9,37.6,67.8,9.5
2019-02-16,38.2,18.9,46.1,14.9
2019-02-17,32.1,16.9,54.8,8.9
2019-02-18,34.1,27.8,79.1,12.8
2019-02-19,29.4,8.9,43.3,13.4
2019-02-20,28.4,20.3,74.3,8.4
2019-02-21,39.5,32.0,77.1,9.1
2019-02-22,40.0,22.3,49.7,13.1
2019-02-23,35.9,24.5,63.7,7.8
2019-02-24,40.6,36.9,88.0,13.2
2019-02-25,37.4,11.3,34.5,27.0
2019-02-26,29.2,7.4,40.2,17.3
2019-02-27,26.1,10.6,52.7,9.7
2019-02-28,29.9,18.1,64.7,10.2
2019-03-01,29.9,23.7,78.5,11.2
2019-03-02,34.6,29.1,81.1,9.8
2019-03-03,36.0,27.1,72.7,8.6
2019-03-04,34.1,23.5,67.8,14.4
2019-03-05,26.7,6.2,42.3,13.8
2019-03-06,22.7,3.2,43.8,16.4
2019-03-07,25.7,6.1,43.5,12.5
2019-03-08,32.0,14.7,49.3,6.0
2019-03-09,39.3,22.0,52.2,7.2
2019-03-10,38.0,34.5,88.0,13.6
2019-03-11,47.0,26.1,47.5,15.9
2019-03-12,37.7,17.8,44.9,17.2
2019-03-13,38.4,21.9,52.5,8.0
2019-03-14,47.5,34.3,61.1,10.8
2019-03-15,57.1,48.3,73.6,11.8
2019-03-16,47.0,23.6,40.3,18.7
2019-03-17,38.3,12.2,35.1,13.3
2019-03-18,39.0,14.0,36.9,7.0
2019-03-19,41.8,19.3,42.3,7.5
2019-03-20,44.0,25.8,51.9,9.9
2019-03-21,41.8,37.3,84.0,15.2
2019-03-22,43.2,36.3,78.7,22.2
2019-03-23,40.6,18.8,43.8,22.4
2019-03-24,49.8,12.8,23.9,11.8
2019-03-25,50.4,25.3,38.5,9.4
2019-03-26,41.0,4.2,22.3,12.5
2019-03-27,38.8,13.7,36.7,10.3
2019-03-28,43.6,28.2,55.5,10.0
2019-03-29,53.0,39.8,61.1,7.1
2019-03-30,54.6,42.0,63.9,12.0
2019-03-31,50.5,40.1,68.5,15.3
2019-04-01,39.9,15.3,38.0,15.8
2019-04-02,43.6,24.1,48.0,10.7
2019-04-03,51.6,26.6,47.5,17.5
2019-04-04,50.5,16.4,26.4,14.3
2019-04-05,39.8,24.5,59.5,10.4
2019-04-06,49.0,39.1,72.6,7.0
2019-04-07,55.4,40.0,57.8,7.9
2019-04-08,57.3,49.4,77.4,11.8
2019-04-09,45.9,42.1,87.0,9.1
2019-04-10,51.1,31.2,49.2,12.7
2019-04-11,45.1,21.3,39.6,7.3
2019-04-12,53.1,42.0,68.1,11.8
2019-04-13,63.6,56.2,78.2,9.5
2019-04-14,60.7,57.0,88.1,9.4
2019-04-15,55.1,46.9,76.0,18.5
2019-04-16,52.7,22.5,32.9,18.6
2019-04-17,52.5,30.8,46.1,8.5
2019-04-18,55.4,44.1,67.0,11.6
2019-04-19,62.7,56.3,80.6,13.3
2019-04-20,59.6,56.9,91.0,15.7
2019-04-21,56.7,48.0,73.8,9.4
2019-04-22,55.1,49.7,82.3,8.5
2019-04-23,62.4,49.1,63.9,8.3
2019-04-24,63.4,41.8,46.6,12.5
2019-04-25,54.5,40.3,59.6,8.4
2019-04-26,53.5,50.2,88.6,12.9
2019-04-27,53.3,34.1,51.1,17.7
2019-04-28,49.6,37.2,62.4,11.0
2019-04-29,50.2,29.1,46.4,9.8
2019-04-30,50.4,46.4,86.5,6.9
2019-05-01,50.9,44.8,80.7,8.1
2019-05-02,54.9,50.0,84.8,7.7
2019-05-03,50.0,47.6,91.8,8.8
2019-05-04,54.7,52.7,93.4,4.5
2019-05-05,51.5,50.8,97.5,12.6
2019-05-06,55.3,46.6,74.4,10.6
2019-05-07,57.5,49.3,74.5,9.3
2019-05-08,59.3,47.2,66.0,7.8
2019-05-09,55.4,42.6,63.6,11.8
2019-05-10,63.8,56.1,76.8,9.6
2019-05-11,63.1,46.3,56.5,9.4
2019-05-12,49.0,44.5,84.7,18.2
2019-05-13,46.6,42.5,85.7,12.2
2019-05-14,47.1,42.6,84.5,7.9
2019-05-15,55.5,41.8,63.4,10.6
2019-05-16,64.1,45.3,53.2,7.4
2019-05-17,70.4,52.3,53.6,9.8
2019-05-18,64.5,42.7,46.2,9.6
2019-05-19,67.4,57.5,70.7,10.7
2019-05-20,76.7,59.7,59.6,13.1
2019-05-21,64.5,38.5,39.7,18.5
2019-05-22,66.3,35.8,33.8,10.5
2019-05-23,66.6,53.6,64.9,9.2
2019-05-24,69.6,51.8,54.0,17.9
2019-05-25,63.2,48.0,58.6,12.3
2019-05-26,73.8,59.0,62.3,8.3
2019-05-27,73.8,50.4,45.2,8.5
2019-05-28,67.4,58.6,73.8,9.1
2019-05-29,59.6,55.0,84.9,8.4
2019-05-30,61.5,57.5,86.7,6.1
2019-05-31,70.5,58.7,69.6,7.0
2019-06-01,69.8,56.0,63.0,7.5
2019-06-02,70.1,59.6,72.0,9.4
2019-06-03,65.6,39.3,40.1,13.0
2019-06-04,65.4,38.0,37.2,9.3
2019-06-05,72.9,57.4,59.6,10.5
2019-06-06,76.2,62.9,65.5,9.0
2019-06-07,71.0,58.8,66.4,8.1
2019-06-08,70.8,50.8,52.7,9.5
2019-06-09,67.5,48.0,52.9,11.5
2019-06-10,63.8,60.0,87.7,12.3
2019-06-11,69.6,56.2,68.0,12.3
2019-06-12,67.4,46.4,47.8,10.5
2019-06-13,62.3,54.2,75.0,12.2
2019-06-14,66.1,49.8,60.6,12.1
2019-06-15,74.2,47.0,39.2,11.7
2019-06-16,75.4,61.7,63.1,9.5
2019-06-17,72.9,63.4,72.3,6.3
2019-06-18,70.2,66.4,87.8,7.2
2019-06-19,67.3,64.6,91.2,6.8
2019-06-20,69.9,67.9,93.5,7.8
2019-06-21,69.7,60.0,74.7,11.6
2019-06-22,72.3,48.5,44.3,15.1
2019-06-23,76.6,50.1,40.5,10.7
2019-06-24,78.0,55.4,47.5,7.7
2019-06-25,76.4,69.0,78.7,6.0
2019-06-26,78.5,62.2,62.9,6.2
2019-06-27,82.1,57.6,45.5,6.8
2019-06-28,82.6,56.6,41.8,5.3
2019-06-29,82.3,64.5,56.4,8.5
2019-06-30,77.5,58.6,53.8,14.1
2019-07-01,77.6,54.1,45.8,9.5
2019-07-02,81.0,60.2,49.5,6.8
2019-07-03,81.3,65.4,58.8,6.5
2019-07-04,80.8,64.0,60.2,8.2
2019-07-05,78.8,69.5,73.4,7.7
2019-07-06,83.0,71.3,68.5,9.5
2019-07-07,78.6,64.8,63.2,9.3
2019-07-08,74.6,60.2,62.2,5.2
2019-07-09,80.7,60.7,53.2,5.8
2019-07-10,83.2,64.1,53.5,5.8
2019-07-11,78.5,68.6,73.7,10.3
2019-07-12,78.9,65.8,66.7,9.2
2019-07-13,80.3,61.7,54.0,9.8
2019-07-14,84.3,58.9,42.6,11.3
2019-07-15,80.4,55.3,42.9,7.8
2019-07-16,83.6,61.0,47.7,8.8
2019-07-17,83.7,70.8,66.8,11.1
2019-07-18,75.0,70.9,86.9,9.7
2019-07-19,80.5,70.2,72.2,8.4
2019-07-20,91.5,70.5,51.1,10.1
2019-07-21,91.1,70.5,51.6,10.0
2019-07-22,80.7,70.0,71.2,8.1
2019-07-23,71.8,65.1,79.8,8.6
2019-07-24,76.5,61.1,61.8,6.2
2019-07-25,78.5,58.2,51.4,6.1
2019-07-26,79.8,59.3,51.5,6.6
2019-07-27,80.3,62.9,55.7,9.1
2019-07-28,84.3,62.6,50.0,9.7
2019-07-29,86.1,63.8,47.9,7.8
2019-07-30,86.8,67.6,53.2,9.4
2019-07-31,79.3,66.6,66.2,6.6
2019-08-01,80.2,59.1,52.1,6.5
2019-08-02,78.4,61.8,58.2,8.7
2019-08-03,79.7,66.5,65.0,9.8
2019-08-04,78.8,64.1,63.0,5.8
2019-08-05,76.1,58.8,56.0,9.4
2019-08-06,75.3,67.6,77.3,8.3
2019-08-07,77.2,69.0,76.2,9.9
2019-08-08,77.2,64.2,66.7,8.2
2019-08-09,78.3,58.9,52.6,9.0
2019-08-10,76.1,51.5,42.9,12.2
2019-08-11,75.6,51.0,42.8,7.2
2019-08-12,80.2,55.6,43.9,8.0
2019-08-13,77.8,67.0,69.4,7.7
2019-08-14,75.9,68.2,77.5,8.8
2019-08-15,75.7,64.2,68.9,8.3
2019-08-16,75.2,65.4,71.8,7.9
2019-08-17,76.9,70.2,80.2,8.5
2019-08-18,80.2,71.2,75.1,7.6
2019-08-19,83.0,68.6,62.4,8.6
2019-08-20,81.7,64.7,57.5,8.0
2019-08-21,81.8,70.8,70.2,8.4
2019-08-22,80.7,67.7,66.6,10.0
2019-08-23,72.6,61.5,69.3,7.4
2019-08-24,70.7,51.0,50.8,8.6
2019-08-25,70.5,55.4,59.6,16.1
2019-08-26,67.0,53.9,63.2,11.5
2019-08-27,69.4,56.0,62.7,7.1
2019-08-28,71.3,65.7,82.4,8.4
2019-08-29,75.7,56.2,53.1,11.7
2019-08-30,79.6,56.5,45.8,9.2
2019-08-31,75.8,53.8,47.3,8.5
2019-09-01,71.6,56.1,58.5,9.6
2019-09-02,73.8,65.9,76.5,9.2
2019-09-03,74.8,59.8,61.2,8.5
2019-09-04,78.1,65.3,65.9,10.0
2019-09-05,69.9,54.9,59.1,9.2
2019-09-06,65.1,56.7,74.4,16.7
2019-09-07,67.5,52.4,60.6,12.4
2019-09-08,72.0,55.0,56.0,7.5
2019-09-09,70.8,58.1,64.4,10.6
2019-09-10,72.1,63.8,75.7,8.8
2019-09-11,78.9,66.0,65.7,10.1
2019-09-12,73.8,64.8,74.0,12.0
2019-09-13,65.0,50.4,60.3,11.4
2019-09-14,70.8,59.5,67.6,9.9
2019-09-15,76.1,60.0,60.3,5.7
2019-09-16,73.4,59.6,62.1,6.1
2019-09-17,70.0,45.5,43.5,9.1
2019-09-18,63.9,49.1,59.6,11.0
2019-09-19,62.0,40.3,47.8,7.8
2019-09-20,70.3,44.3,41.5,8.0
2019-09-21,73.5,54.3,53.2,3.9
2019-09-22,77.2,59.7,55.4,7.4
2019-09-23,80.8,63.4,56.7,11.0
2019-09-24,72.2,52.9,51.3,13.6
2019-09-25,70.5,50.8,51.1,7.6
2019-09-26,71.6,58.0,62.8,9.7
2019-09-27,68.7,50.3,54.0,7.9
2019-09-28,73.4,61.8,67.8,9.0
2019-09-29,74.0,55.9,55.0,9.4
2019-09-30,65.4,49.7,57.1,12.1
2019-10-01,72.7,58.9,62.1,10.2
2019-10-02,79.2,65.6,64.7,10.2
2019-10-03,58.3,54.4,86.8,13.7
2019-10-04,60.3,48.9,68.3,12.7
2019-10-05,53.6,35.9,52.3,9.5
2019-10-06,66.1,55.3,68.2,10.6
2019-10-07,69.8,60.2,72.5,11.6
2019-10-08,61.6,50.0,66.8,12.0
2019-10-09,56.3,47.2,72.0,16.1
2019-10-10,60.7,40.2,50.1,15.8
2019-10-11,60.1,40.6,48.8,16.0
2019-10-12,61.2,47.2,60.5,7.4
2019-10-13,61.0,45.8,58.9,8.0
2019-10-14,64.3,49.2,61.1,7.7
2019-10-15,59.1,39.5,50.5,6.6
2019-10-16,61.7,54.0,76.1,17.2
