date,temp_max,temp_avg,temp_min,dew_point_max,dew_point_avg,dew_point_min,humidity_max,humidity_avg,humidity_min,wind_max,wind_avg,wind_min
7/21/2015,91,83.6,76,68,63.2,57,67,51.3,33,21,7.5,0
7/22/2015,84,77.1,71,60,51.9,48,60,42.4,29,18,13.7,8
7/23/2015,85,77.2,71,54,50.9,47,53,40.6,29,17,9.6,5
7/24/2015,85,78.4,72,56,50.6,43,55,38.8,24,10,6.1,0
7/25/2015,85,77.7,71,66,57.8,53,71,51.3,37,16,7.9,0
7/26/2015,89,80.5,75,66,61.2,58,69,52.3,40,21,11.6,5
7/27/2015,86,79.5,76,68,64.7,59,69,60.7,50,18,9.0,5
7/28/2015,93,84.0,76,69,64.9,56,76,55.0,29,12,5.8,0
7/29/2015,94,86.5,79,71,66.3,60,67,52.1,33,15,7.3,0
7/30/2015,86,79.7,75,75,72.0,71,89,77.5,63,18,9.2,0
7/31/2015,90,82.3,75,72,58.4,50,87,47.3,25,13,7.5,0
8/1/2015,90,83.0,77,60,57.1,52,54,41.8,27,16,9.8,6
8/2/2015,87,80.7,74,64,57.8,50,62,46.7,28,17,7.5,0
8/3/2015,91,84.0,76,66,59.6,57,58,44.0,33,18,11.2,7
8/4/2015,91,81.1,70,68,60.2,50,78,52.1,26,20,10.8,3
8/5/2015,88,79.5,72,65,57.0,51,78,47.6,29,16,7.6,0
8/6/2015,81,76.2,70,57,52.4,49,55,44.0,33,12,7.0,3
8/7/2015,82,75.4,69,61,57.1,53,66,53.8,37,14,9.3,0
8/8/2015,81,74.5,70,61,56.9,54,73,54.8,39,12,7.0,0
8/9/2015,84,75.4,71,62,58.0,50,71,56.3,32,14,8.5,0
8/10/2015,80,74.6,70,64,60.8,55,78,62.8,43,16,10.5,5
8/11/2015,82,75.5,71,71,67.4,63,88,76.5,61,22,11.4,3
8/12/2015,84,77.3,72,66,59.2,55,73,54.8,37,16,11.6,7
8/13/2015,83,75.9,69,59,53.0,46,65,46.6,28,13,7.1,0
8/14/2015,87,78.9,71,59,54.7,49,54,43.8,31,16,7.3,0
8/15/2015,91,82.2,75,66,61.3,57,64,50.0,32,20,7.2,0
8/16/2015,91,83.2,77,68,64.8,62,64,54.1,39,12,5.3,0
8/17/2015,91,85.1,80,68,65.1,63,60,51.3,39,15,6.5,0
8/18/2015,89,81.5,77,71,66.5,60,79,61.2,38,21,9.8,0
8/19/2015,86,79.9,76,72,70.7,65,85,73.9,53,18,10.6,5
8/20/2015,86,80.6,78,72,70.2,66,81,71.0,53,18,12.4,8
8/21/2015,85,77.6,72,73,66.0,56,94,69.9,37,21,10.0,3
8/22/2015,83,76.2,70,59,53.5,49,61,45.8,34,14,7.7,0
8/23/2015,81,75.9,71,68,64.2,57,78,67.3,54,12,7.0,0
8/24/2015,85,78.9,74,69,64.1,58,79,62.1,40,14,6.9,0
8/25/2015,87,81.0,76,71,64.3,52,71,57.8,36,16,10.3,3
8/26/2015,82,75.9,69,57,52.8,47,63,45.8,29,17,10.3,5
8/27/2015,79,73.6,68,56,53.8,51,63,50.5,38,15,10.4,5
8/28/2015,80,73.8,66,56,53.0,49,68,49.5,35,10,5.0,0
8/29/2015,85,76.8,70,60,56.2,51,61,49.7,33,17,7.4,0
8/30/2015,90,80.1,73,69,63.8,58,74,58.1,39,14,7.7,0
8/31/2015,91,83.8,77,67,65.0,62,71,54.1,39,15,9.4,0
9/1/2015,87,80.7,77,67,64.7,60,71,59.1,40,13,6.4,0
9/2/2015,87,80.5,75,71,66.0,62,79,62.3,48,15,6.7,0
9/3/2015,92,83.9,77,70,64.4,56,76,53.4,30,9,5.2,0
9/4/2015,83,78.5,72,68,65.4,61,74,64.1,51,20,11.3,3
9/5/2015,80,72.0,67,62,57.0,47,76,60.8,33,15,9.0,3
9/6/2015,84,74.6,67,61,57.1,48,81,56.5,32,14,6.5,0
9/7/2015,90,79.2,71,69,63.4,56,81,60.5,33,17,9.3,3
9/8/2015,94,83.8,76,70,65.5,61,69,54.9,34,17,9.0,0
9/9/2015,88,80.4,75,73,70.3,66,89,71.6,57,17,11.2,0
9/10/2015,81,73.7,71,72,69.6,67,94,86.2,74,18,10.5,3
9/11/2015,81,72.1,66,67,61.7,59,90,71.5,47,17,10.1,0
9/12/2015,78,73.5,70,68,64.7,61,88,74.6,56,22,11.1,0
9/13/2015,78,71.4,64,67,60.4,49,88,69.9,45,20,9.6,0
9/14/2015,75,67.7,59,49,47.0,45,64,48.5,37,21,13.5,7
9/15/2015,83,74.0,65,59,50.9,48,57,45.3,29,10,5.7,0
9/16/2015,87,77.0,68,59,55.4,50,70,48.7,28,12,3.8,0
9/17/2015,87,78.1,71,63,56.2,52,75,48.1,30,15,5.0,0
9/18/2015,84,76.2,70,64,57.4,54,71,53.2,35,13,6.1,0
9/19/2015,80,74.2,69,68,64.2,60,87,71.5,54,16,9.8,5
9/20/2015,76,71.8,65,67,54.3,43,81,55.9,33,18,12.8,7
9/21/2015,71,65.5,59,49,45.0,37,62,48.7,29,18,12.6,6
9/22/2015,72,66.3,61,56,49.9,44,64,56.1,37,17,11.8,5
9/23/2015,78,67.5,60,55,50.2,44,75,56.0,31,9,6.7,0
9/24/2015,79,70.7,63,58,52.3,47,65,52.8,36,17,7.8,0
9/25/2015,71,67.8,64,58,52.8,46,78,59.5,42,18,11.5,6
9/26/2015,69,64.8,61,55,49.9,44,78,59.6,42,17,11.2,6
9/27/2015,69,63.2,56,59,53.4,47,78,70.3,62,14,9.5,5
9/28/2015,79,69.4,64,66,62.2,59,88,78.1,58,12,7.3,3
9/29/2015,81,75.2,71,72,68.8,67,94,80.9,62,13,7.4,0
9/30/2015,78,71.6,61,73,66.1,50,94,82.7,67,22,14.4,7
10/1/2015,63,58.1,55,53,49.1,46,83,72.2,60,21,15.0,10
10/2/2015,57,52.4,50,50,45.6,44,87,77.8,71,29,20.6,16
10/3/2015,56,52.6,48,49,47.1,46,93,81.9,69,31,25.5,20
10/4/2015,63,57.5,54,48,44.5,42,77,62.6,46,28,19.7,13
10/5/2015,65,57.5,52,49,45.6,42,76,64.9,54,18,11.3,3
10/6/2015,73,63.6,55,52,47.3,41,77,57.1,35,10,5.8,0
10/7/2015,73,64.7,59,52,50.9,50,78,61.8,44,12,6.2,0
10/8/2015,67,63.4,60,56,51.4,48,81,65.3,51,12,7.0,3
10/9/2015,78,66.9,62,64,59.1,54,87,76.7,54,28,10.8,3
10/10/2015,65,58.4,52,50,39.7,34,67,51.2,34,18,8.2,3
10/11/2015,69,60.7,53,51,44.2,40,69,55.9,38,10,7.3,5
10/12/2015,76,64.6,57,55,48.8,41,74,58.3,29,17,7.8,0
10/13/2015,72,67.0,62,58,55.0,49,81,65.6,52,13,8.0,3
10/14/2015,68,63.0,59,49,45.5,42,62,53.0,43,14,11.2,8
10/15/2015,64,58.2,53,43,39.2,36,66,50.4,35,14,9.9,7
10/16/2015,63,58.6,55,47,40.0,35,69,50.9,38,24,12.1,7
10/17/2015,55,50.5,44,39,30.6,22,69,47.8,33,17,13.8,9
10/18/2015,50,43.5,39,28,24.7,19,62,48.5,32,20,12.5,6
10/19/2015,52,45.2,38,32,25.2,21,60,46.8,32,15,9.3,5
10/20/2015,71,59.1,49,40,35.7,32,59,43.3,28,16,11.9,8
10/21/2015,75,65.2,57,54,44.8,40,72,49.1,31,13,6.0,0
10/22/2015,74,66.4,57,50,47.3,46,69,51.3,37,14,9.2,5
10/23/2015,66,55.6,47,50,35.5,29,60,47.5,32,17,13.4,9
10/24/2015,56,49.7,41,46,38.0,30,71,64.3,54,12,8.1,5
10/25/2015,68,59.0,52,53,47.1,35,87,65.8,48,22,11.9,6
10/26/2015,59,52.7,48,38,34.2,29,66,50.6,35,14,7.3,3
10/27/2015,59,51.9,46,44,38.2,31,71,60.0,48,12,7.3,3
10/28/2015,70,61.4,51,65,56.3,43,94,83.8,71,29,18.4,8
10/29/2015,72,66.7,60,66,51.8,30,94,64.2,26,28,15.6,7
10/30/2015,60,54.5,49,38,32.4,30,50,43.4,36,21,14.8,10
10/31/2015,54,49.4,44,41,33.2,30,66,54.2,41,13,6.6,0
11/1/2015,65,59.0,54,52,47.0,37,72,64.4,53,15,9.2,5
11/2/2015,63,59.9,57,50,43.8,39,75,56.0,44,12,3.5,0
11/3/2015,73,62.3,52,51,45.8,41,86,57.3,31,10,2.8,0
11/4/2015,69,60.0,55,54,50.4,45,88,71.7,44,12,4.7,0
11/5/2015,71,63.4,57,64,59.0,54,100,85.9,73,8,4.3,0
11/6/2015,73,69.0,66,63,62.4,57,90,79.6,61,22,9.5,3
11/7/2015,71,62.0,54,53,43.6,33,60,51.3,44,18,11.3,5
11/8/2015,58,52.8,48,35,31.9,29,59,45.7,35,18,8.7,0
11/9/2015,60,53.6,47,45,35.5,26,69,51.7,27,12,3.6,0
11/10/2015,59,55.9,52,54,50.5,43,90,82.5,62,24,15.3,6
11/11/2015,57,52.9,50,49,47.4,45,94,82.4,69,17,11.3,5
11/12/2015,60,55.8,51,54,50.0,41,94,81.3,55,20,10.3,3
11/13/2015,58,54.7,48,38,30.0,21,53,39.5,31,26,19.9,14
11/14/2015,49,46.3,43,29,26.2,22,52,45.6,36,28,16.0,0
11/15/2015,59,50.8,42,32,29.5,25,60,45.2,33,16,9.6,6
11/16/2015,68,58.9,51,41,35.9,28,59,42.9,30,10,6.5,0
11/17/2015,52,46.1,41,35,31.8,27,68,57.9,41,20,11.7,5
11/18/2015,59,53.4,45,50,42.5,35,77,66.5,55,15,9.7,5
11/19/2015,63,61.5,57,61,56.8,50,94,84.8,77,25,15.9,6
11/20/2015,64,56.1,47,61,35.4,22,88,48.6,28,17,12.7,7
11/21/2015,54,47.7,43,42,31.3,26,66,53.4,44,15,8.8,5
11/22/2015,56,51.7,44,50,36.7,24,82,58.4,38,18,10.7,3
11/23/2015,43,39.4,36,25,19.0,11,57,44.8,28,23,14.3,7
11/24/2015,46,40.9,34,26,21.1,17,59,45.8,34,13,7.7,0
11/25/2015,48,44.2,40,34,28.5,24,60,54.3,46,9,6.3,0
11/26/2015,59,50.1,41,52,43.1,31,93,77.3,62,9,4.2,0
11/27/2015,64,57.2,49,51,47.6,42,93,71.9,50,13,7.2,0
11/28/2015,61,53.4,44,49,44.4,36,86,72.1,62,12,7.7,3
11/29/2015,47,41.7,38,36,26.6,22,76,56.6,37,15,10.8,7
11/30/2015,46,40.4,34,37,29.6,22,74,65.4,55,20,11.5,7
12/1/2015,54,47.8,45,46,43.8,39,93,85.7,71,15,10.6,7
12/2/2015,57,50.8,46,55,48.7,44,97,92.3,75,15,6.1,0
12/3/2015,55,49.0,45,45,34.0,28,69,56.7,44,24,15.1,7
12/4/2015,51,47.2,44,32,30.8,29,63,53.1,44,15,10.8,7
12/5/2015,52,47.1,43,35,32.1,31,66,56.5,45,7,3.5,0
12/6/2015,53,47.4,41,37,33.6,31,76,59.6,45,9,4.9,0
12/7/2015,54,48.6,44,35,32.4,27,71,54.3,35,9,5.2,0
12/8/2015,48,44.5,42,34,32.2,30,71,62.3,56,13,6.3,0
12/9/2015,55,48.0,40,48,38.8,32,86,71.1,52,14,7.4,0
12/10/2015,60,55.0,52,48,45.0,42,80,69.6,51,12,5.5,0
12/11/2015,61,54.8,50,48,45.6,44,89,72.2,58,10,6.9,3
12/12/2015,65,59.3,55,50,47.7,46,75,66.0,52,9,2.5,0
12/13/2015,62,55.8,53,52,47.6,45,83,74.2,62,13,6.0,0
12/14/2015,64,55.8,51,61,52.6,46,100,89.8,77,13,6.6,0
12/15/2015,64,59.7,52,61,44.9,37,94,60.0,41,28,16.4,7
12/16/2015,52,48.7,46,46,38.5,32,93,69.0,52,16,8.6,5
12/17/2015,59,55.0,50,55,51.9,43,95,89.6,77,13,7.4,0
12/18/2015,57,48.1,39,52,37.0,19,95,67.0,43,21,13.2,6
12/19/2015,40,38.7,36,22,17.6,15,49,42.7,36,24,17.0,0
12/20/2015,44,40.1,36,22,19.7,16,50,44.2,32,20,11.3,0
12/21/2015,57,49.3,40,46,33.4,21,67,55.0,43,15,8.8,5
12/22/2015,63,57.8,55,57,53.0,47,94,84.0,69,14,7.6,3
12/23/2015,63,53.6,50,61,51.5,48,100,93.0,87,16,8.8,0
12/24/2015,72,65.9,59,64,59.6,53,96,80.7,63,18,9.2,0
12/25/2015,63,59.1,54,58,54.2,49,94,84.2,69,7,2.7,0
12/26/2015,58,51.5,46,45,36.5,31,93,57.8,43,16,9.8,6
12/27/2015,63,53.3,46,57,49.1,35,97,86.0,61,17,9.4,0
12/28/2015,46,40.1,35,33,26.1,20,76,58.2,43,23,14.2,8
12/29/2015,47,41.3,34,45,37.8,28,93,87.7,81,23,13.3,0
12/30/2015,48,43.9,39,45,40.5,37,93,87.5,81,9,6.6,3
12/31/2015,50,46.7,43,45,37.7,29,93,72.1,53,17,11.1,5
1/1/2014,33,29.6,25,19,12.7,4,59,49.8,39,17,9.0,0
1/2/2014,32,25.7,18,25,19.9,14,86,79.6,61,25,19.5,12
1/3/2014,19,14.1,10,12,4.7,-5,85,67.6,45,25,18.4,10
1/4/2014,28,19.4,10,15,2.6,-4,61,48.9,34,10,6.0,0
1/5/2014,50,33.5,26,48,28.3,0,100,86.5,61,16,7.3,0
1/6/2014,52,45.2,21,52,37.7,2,100,77.3,40,30,17.1,8
1/7/2014,15,8.7,4,-7,-11.9,-16,42,39.0,33,28,20.9,15
1/8/2014,23,16.1,9,1,-3.5,-9,51,42.2,35,16,11.5,8
1/9/2014,33,27.4,23,13,7.9,1,58,44.6,32,14,7.0,0
1/10/2014,34,31.5,27,31,21.1,0,93,80.3,58,8,5.9,0
1/11/2014,55,49.8,34,53,45.6,0,100,92.3,83,23,12.8,0
1/12/2014,54,44.5,39,48,28.4,23,82,53.8,43,23,15.4,10
1/13/2014,49,43.3,35,37,31.8,25,76,64.4,54,15,9.3,5
1/14/2014,49,45.9,43,45,41.8,36,93,84.8,73,15,7.2,0
1/15/2014,46,40.3,36,38,36.3,33,93,85.6,71,9,5.6,0
1/16/2014,41,38.3,36,37,27.4,0,100,71.1,58,14,6.2,0
1/17/2014,45,39.0,33,30,24.8,18,73,57.0,48,14,6.4,0
1/18/2014,38,35.5,29,34,23.9,0,93,78.2,54,20,11.1,5
1/19/2014,38,31.4,25,21,15.9,11,63,52.9,46,21,13.1,9
1/20/2014,46,39.7,32,28,21.7,15,65,49.0,39,23,13.5,5
1/21/2014,29,18.5,12,16,9.9,5,81,71.1,41,22,16.0,7
1/22/2014,18,12.5,7,3,-2.4,-4,65,52.0,41,28,18.5,12
1/23/2014,21,14.8,9,4,-0.5,-5,59,51.3,40,21,13.5,7
1/24/2014,19,15.6,11,1,-2.3,-7,56,45.6,31,20,14.5,5
1/25/2014,27,24.3,19,21,12.0,1,86,61.3,43,22,13.8,8
1/26/2014,32,22.3,18,17,5.6,-3,68,49.5,35,25,12.6,5
1/27/2014,43,32.6,21,26,15.1,-2,75,50.4,30,21,13.2,0
1/28/2014,20,17.0,13,-1,-7.0,-12,49,35.0,26,20,9.8,0
1/29/2014,23,17.8,15,9,1.4,-7,77,52.0,28,18,11.0,6
1/30/2014,29,23.1,18,14,2.4,-5,60,41.4,31,13,7.3,0
1/31/2014,39,32.8,26,16,10.0,5,51,39.1,33,12,6.8,0
2/1/2014,43,37.8,33,29,21.1,15,79,52.7,35,12,4.5,0
2/2/2014,54,41.4,31,35,30.0,0,85,69.1,41,12,5.0,0
2/3/2014,41,31.8,29,33,26.2,0,93,84.8,69,15,9.6,3
2/4/2014,36,29.9,25,24,19.3,15,76,65.0,54,14,6.4,3
2/5/2014,34,31.8,28,30,28.0,23,93,86.2,72,21,11.3,5
2/6/2014,30,27.2,23,22,15.3,12,74,61.2,49,17,10.2,5
2/7/2014,33,28.9,25,14,11.6,9,56,48.7,38,18,11.8,8
2/8/2014,29,26.1,22,9,3.4,-2,47,38.2,28,15,7.8,0
2/9/2014,29,26.1,21,23,13.3,2,88,60.8,38,14,7.1,0
2/10/2014,29,25.5,22,18,9.6,6,71,52.0,41,22,15.3,12
2/11/2014,26,21.8,18,7,4.0,2,57,46.9,37,18,13.8,10
2/12/2014,24,19.8,14,15,5.5,-1,69,54.4,44,13,8.7,5
2/13/2014,36,30.9,24,34,25.6,0,93,87.0,74,31,18.6,0
2/14/2014,40,35.2,30,29,25.1,21,88,68.9,47,31,17.9,6
2/15/2014,36,33.0,28,27,25.3,15,86,73.5,58,24,14.9,0
2/16/2014,29,25.5,22,14,9.7,7,60,51.8,40,22,16.1,8
2/17/2014,32,25.8,19,8,2.8,-3,57,39.0,23,20,9.4,0
2/18/2014,39,30.8,25,30,19.7,0,93,70.0,34,25,9.1,0
2/19/2014,44,38.5,29,38,31.4,18,93,75.7,52,21,6.5,0
2/20/2014,49,40.6,35,34,21.4,0,89,60.9,33,15,7.8,3
2/21/2014,47,38.7,34,44,20.4,0,100,87.2,60,16,9.1,0
2/22/2014,54,46.5,39,33,22.0,0,73,43.0,23,22,11.6,7
2/23/2014,53,47.6,39,29,26.3,24,62,44.2,34,14,6.2,0
2/24/2014,43,35.5,28,29,13.5,6,60,41.1,28,24,17.1,7
2/25/2014,32,28.4,25,11,8.5,5,51,43.3,38,23,12.8,0
2/26/2014,31,26.7,21,21,9.1,-5,80,49.8,28,22,10.9,0
2/27/2014,32,24.5,15,12,1.3,-11,55,37.3,26,32,15.5,0
2/28/2014,24,17.4,10,-2,-7.2,-11,46,34.0,23,22,10.6,3
3/1/2014,37,30.1,21,24,9.8,-4,64,43.4,31,13,6.7,0
3/2/2014,39,36.4,33,22,17.8,13,55,47.2,39,13,7.8,0
3/3/2014,31,22.5,19,18,6.3,-3,80,51.4,36,18,12.7,9
3/4/2014,29,22.4,13,9,1.6,-4,54,41.6,29,16,6.3,0
3/5/2014,36,30.7,26,11,7.4,2,51,38.2,27,18,7.9,0
3/6/2014,29,23.7,16,9,2.8,-2,53,41.4,29,17,10.2,6
3/7/2014,36,31.1,26,28,20.3,9,76,64.7,47,18,12.0,6
3/8/2014,55,44.1,35,29,26.7,25,78,53.0,33,16,9.5,5
3/9/2014,43,39.6,36,25,15.8,6,59,39.7,24,20,12.4,7
3/10/2014,50,42.6,37,31,19.3,0,65,44.6,29,14,9.2,5
3/11/2014,65,54.5,45,34,22.1,0,58,40.7,25,16,7.5,0
3/12/2014,54,46.0,36,47,36.8,0,93,76.0,54,31,11.1,0
3/13/2014,33,24.4,19,23,5.8,-1,66,46.4,31,32,26.4,21
3/14/2014,43,33.0,22,27,10.0,-5,62,39.8,23,18,11.5,3
3/15/2014,58,48.5,25,30,23.7,18,81,40.4,24,24,14.8,3
3/16/2014,42,34.0,31,21,8.8,4,46,35.5,26,23,15.0,9
3/17/2014,32,28.2,24,9,3.8,-2,42,35.4,30,17,9.9,3
3/18/2014,39,32.8,27,22,12.0,3,64,43.9,24,22,11.3,5
3/19/2014,46,38.3,31,43,30.7,23,89,74.5,61,17,12.3,7
3/20/2014,53,45.3,39,39,30.5,19,93,61.6,29,25,14.1,0
3/21/2014,50,43.7,39,21,18.2,15,45,36.6,25,23,13.7,0
3/22/2014,63,49.4,39,35,26.3,17,63,42.8,22,23,12.6,6
3/23/2014,43,38.0,29,23,15.6,5,51,40.7,28,22,14.2,8
3/24/2014,34,27.7,22,6,3.4,0,51,36.3,24,22,13.0,8
3/25/2014,37,32.3,26,18,8.3,1,54,37.2,25,18,8.9,5
3/26/2014,34,32.0,25,19,9.7,3,59,40.2,29,32,22.2,10
3/27/2014,41,32.5,24,22,9.8,2,51,40.5,21,21,12.2,0
3/28/2014,60,47.9,37,47,36.9,18,77,65.9,46,14,7.5,0
3/29/2014,55,45.2,41,47,40.0,38,93,82.7,68,25,12.0,0
3/30/2014,47,43.8,39,43,39.9,34,93,86.6,77,25,14.2,3
3/31/2014,53,41.9,36,33,30.0,24,81,64.5,43,23,17.2,8
4/1/2014,58,46.2,39,31,27.2,24,58,48.3,32,15,9.1,0
4/2/2014,53,46.3,41,40,37.2,30,82,70.8,60,10,5.0,0
4/3/2014,63,51.1,43,39,29.8,21,82,48.4,21,13,5.4,0
4/4/2014,47,41.9,39,38,35.4,31,89,77.8,60,20,12.9,8
4/5/2014,53,44.8,39,39,31.6,22,93,64.1,32,29,14.1,3
4/6/2014,59,45.4,37,28,20.2,12,52,39.3,16,16,9.0,0
4/7/2014,52,45.0,41,40,34.4,17,93,69.1,26,21,10.6,0
4/8/2014,64,51.3,42,55,42.3,31,100,75.7,36,24,10.0,0
4/9/2014,58,50.8,45,34,26.5,13,63,41.5,25,30,14.4,6
4/10/2014,56,50.5,43,34,21.8,13,50,33.4,22,24,10.4,0
4/11/2014,72,60.5,50,46,39.6,32,67,47.5,33,15,9.1,3
4/12/2014,69,58.4,50,47,37.6,26,80,50.7,20,20,8.7,0
4/13/2014,72,60.5,51,51,46.2,35,77,60.1,45,18,9.7,0
4/14/2014,70,61.0,55,52,49.8,48,83,67.8,51,24,12.3,6
4/15/2014,60,52.2,35,55,48.4,30,94,86.8,76,29,17.2,6
4/16/2014,47,38.6,32,31,20.3,15,89,51.6,30,22,15.2,8
4/17/2014,46,40.8,37,29,23.9,18,63,51.6,42,20,12.1,6
4/18/2014,46,40.1,35,33,28.0,25,70,62.2,54,13,8.3,5
4/19/2014,65,53.5,42,36,28.0,22,71,42.2,19,14,8.2,5
4/20/2014,55,49.7,45,36,27.0,20,68,42.6,29,18,9.8,3
4/21/2014,62,50.8,41,39,32.0,24,73,51.1,23,15,7.0,0
4/22/2014,65,58.9,50,50,45.0,40,74,60.7,47,16,8.3,3
4/23/2014,62,52.6,45,45,35.0,29,63,51.8,39,33,20.9,12
4/24/2014,60,51.0,43,30,17.8,11,58,29.7,14,26,18.8,10
4/25/2014,59,51.6,45,38,23.6,17,61,35.1,23,17,9.5,0
4/26/2014,64,50.4,45,46,42.5,37,93,76.2,37,16,8.1,0
4/27/2014,56,52.0,47,36,33.0,31,61,49.0,39,21,13.1,8
4/28/2014,63,54.0,47,38,32.5,25,61,46.2,24,14,8.2,0
4/29/2014,51,47.6,43,38,36.3,35,80,65.6,56,26,17.4,10
4/30/2014,49,45.7,42,47,42.3,36,93,87.1,76,21,14.3,9
5/1/2014,76,60.5,48,60,53.3,46,96,79.3,38,14,7.6,0
5/2/2014,67,62.0,55,50,37.3,30,72,42.8,26,17,9.5,0
5/3/2014,68,61.0,55,49,38.0,32,72,44.1,32,20,7.5,0
5/4/2014,63,58.5,55,46,34.7,24,65,42.3,25,24,17.0,9
5/5/2014,67,58.0,50,37,30.9,24,61,37.7,22,25,16.1,10
5/6/2014,66,59.3,53,36,29.4,25,52,33.2,21,20,9.6,3
5/7/2014,68,59.0,52,38,29.7,26,46,33.6,21,16,7.8,0
5/8/2014,58,54.3,53,52,49.4,38,94,84.7,47,14,7.7,0
5/9/2014,65,57.0,53,60,53.8,50,96,89.6,82,13,6.7,0
5/10/2014,81,64.6,55,63,57.8,54,97,80.2,49,21,9.3,0
5/11/2014,80,70.2,62,58,41.5,31,78,39.4,18,17,9.0,0
5/12/2014,82,73.2,65,57,51.2,45,57,46.5,34,16,5.0,0
5/13/2014,71,62.1,53,58,45.7,40,81,56.3,39,18,10.7,0
5/14/2014,68,56.5,51,54,48.3,42,94,74.3,61,13,8.2,3
5/15/2014,74,63.3,54,64,59.2,52,94,86.4,68,18,11.0,3
5/16/2014,70,66.6,63,64,62.6,59,94,86.9,78,26,18.3,9
5/17/2014,69,62.1,54,56,42.5,32,86,52.7,28,15,10.1,7
5/18/2014,65,59.5,53,41,35.5,31,57,41.5,32,18,9.8,0
5/19/2014,69,61.1,53,42,33.4,28,50,36.0,24,20,11.1,5
5/20/2014,76,67.2,57,43,36.9,29,55,35.1,18,16,10.4,3
5/21/2014,74,68.8,64,52,45.8,40,65,44.3,33,14,7.3,0
5/22/2014,65,61.4,59,58,55.7,53,90,81.9,65,12,6.6,0
5/23/2014,67,59.5,57,58,54.6,52,94,84.3,63,20,7.7,0
5/24/2014,66,60.3,57,55,53.0,50,90,77.2,56,14,6.9,0
5/25/2014,80,67.8,56,55,49.4,37,90,57.0,22,13,6.0,0
5/26/2014,86,77.3,66,53,46.3,40,63,34.8,22,18,10.0,0
5/27/2014,86,78.5,62,62,54.2,50,75,43.6,34,20,9.0,0
5/28/2014,61,57.3,54,55,50.6,44,88,78.4,67,18,13.3,9
5/29/2014,63,55.7,51,46,41.7,39,71,59.8,49,16,9.7,0
5/30/2014,74,64.6,56,55,46.4,38,73,52.5,38,15,5.7,0
5/31/2014,68,63.2,59,54,46.8,40,67,55.6,44,22,11.9,5
6/1/2014,76,66.7,57,45,37.7,30,64,37.6,19,14,7.7,0
6/2/2014,78,71.1,61,55,45.8,36,52,40.9,33,16,10.5,6
6/3/2014,85,74.7,66,65,58.3,52,84,57.9,41,20,8.2,0
6/4/2014,79,67.6,62,61,59.1,57,88,75.5,48,13,8.4,0
6/5/2014,76,65.9,62,63,57.4,47,94,76.5,40,17,11.6,3
6/6/2014,76,68.0,61,51,48.0,46,60,49.3,36,16,12.4,8
6/7/2014,82,72.5,63,53,50.4,47,65,47.0,29,12,6.9,3
6/8/2014,84,76.2,68,56,52.1,46,63,44.3,27,16,6.6,0
6/9/2014,73,65.3,62,63,60.0,49,94,83.8,42,13,8.2,0
6/10/2014,75,67.9,63,66,63.1,60,96,84.5,69,12,7.5,0
6/11/2014,68,64.7,62,64,57.7,54,94,78.1,68,20,12.3,5
6/12/2014,76,63.6,59,67,59.4,55,94,86.7,71,14,10.4,5
6/13/2014,75,66.6,62,68,63.2,61,97,88.9,73,22,9.6,5
6/14/2014,73,68.3,62,66,56.5,46,94,67.7,41,23,12.0,0
6/15/2014,78,69.8,61,55,51.1,49,67,52.5,39,17,9.5,0
6/16/2014,78,71.5,65,60,55.2,50,81,57.9,37,16,7.0,0
6/17/2014,87,79.0,70,67,63.4,60,73,59.3,46,17,7.7,3
6/18/2014,87,83.1,76,67,61.0,57,62,47.6,36,21,12.2,3
6/19/2014,78,73.6,68,65,62.0,60,78,67.3,56,12,6.3,0
6/20/2014,79,73.0,66,59,45.4,39,64,38.5,26,14,9.6,5
6/21/2014,75,69.0,62,57,48.6,43,70,49.0,38,16,9.3,3
6/22/2014,77,70.3,64,61,55.0,50,87,60.3,40,13,7.7,0
6/23/2014,81,73.6,67,62,56.6,52,76,56.4,42,16,8.5,0
6/24/2014,80,73.5,69,63,59.7,56,78,62.3,46,21,12.3,7
6/25/2014,84,75.7,71,70,67.3,60,87,75.8,63,21,10.8,6
6/26/2014,85,77.6,70,69,66.1,62,91,69.0,51,15,7.7,0
6/27/2014,81,72.8,68,66,59.8,53,87,65.9,39,14,8.2,5
6/28/2014,87,76.0,69,58,54.8,45,68,49.9,23,14,6.1,0
6/29/2014,81,75.0,70,60,55.9,51,61,51.6,42,17,8.8,3
6/30/2014,84,76.1,69,67,62.5,56,84,63.6,44,18,10.8,6
7/1/2014,87,80.2,73,70,66.8,62,81,64.1,55,20,12.0,7
7/2/2014,90,78.9,73,72,70.1,65,94,75.1,52,22,10.6,0
7/3/2014,88,78.2,70,72,70.1,66,91,76.9,58,26,8.5,0
7/4/2014,74,70.0,66,68,62.9,53,94,78.7,57,21,11.7,0
7/5/2014,82,73.6,65,51,49.3,46,58,43.6,30,22,14.3,9
7/6/2014,86,78.4,70,59,52.1,49,56,40.9,29,18,11.0,3
7/7/2014,92,82.9,73,65,61.8,60,68,50.4,34,20,14.0,8
7/8/2014,93,81.7,72,69,66.1,62,84,60.5,37,30,13.0,5
7/9/2014,87,79.5,73,69,63.7,56,76,59.8,36,17,9.6,0
7/10/2014,81,75.6,70,63,60.8,59,78,60.8,47,12,6.5,0
7/11/2014,84,76.5,71,64,58.6,52,78,55.4,35,12,7.5,3
