date,temp_max,temp_avg,temp_min,dew_point_max,dew_point_avg,dew_point_min,humidity_max,humidity_avg,humidity_min,wind_max,wind_avg,wind_min
4/2/2018,43,37.4,32,35,29.5,18,97,75.3,38,16,9.1,0
4/3/2018,43,41.0,39,40,35.9,31,96,82.6,65,14,9.9,5
4/4/2018,56,47.2,41,50,38.4,18,97,77.0,27,30,11.6,0
4/5/2018,45,40.6,35,20,13.4,9,43,33.7,23,32,18.6,9
4/6/2018,62,46.0,37,41,30.7,15,82,58.1,28,21,11.8,0
4/7/2018,49,43.7,39,36,20.8,12,66,42.3,24,20,13.0,6
4/8/2018,44,38.0,33,19,15.4,11,50,40.5,26,28,15.7,9
4/9/2018,48,39.8,33,29,18.4,10,60,43.5,24,16,10.4,0
4/10/2018,50,43.6,40,33,27.9,20,77,56.8,33,14,9.5,3
4/11/2018,50,44.8,39,34,23.8,12,63,45.4,25,15,7.5,0
4/12/2018,60,52.5,46,43,35.2,29,64,52.5,39,16,9.8,0
4/13/2018,82,67.2,58,48,42.6,40,62,42.3,23,15,12.4,8
4/14/2018,68,58.8,46,49,45.7,39,77,62.3,49,21,12.9,5
4/15/2018,46,41.8,39,39,33.3,30,87,72.3,58,28,21.2,15
4/16/2018,61,48.0,39,57,42.7,35,93,82.8,61,29,20.1,8
4/17/2018,47,44.4,42,35,28.4,24,71,54.0,42,21,15.2,8
4/18/2018,54,46.6,39,30,25.6,20,55,44.5,34,17,11.9,0
4/19/2018,48,44.2,40,38,33.7,24,82,67.5,46,25,13.2,6
4/20/2018,50,43.5,38,25,24.0,22,57,46.8,36,22,17.1,8
4/21/2018,62,51.4,41,28,23.8,20,55,36.5,21,16,12.2,7
4/22/2018,64,54.8,47,30,22.2,14,48,29.6,15,17,9.2,3
4/23/2018,63,53.6,45,41,32.7,27,80,47.5,28,14,8.2,0
4/24/2018,65,55.9,47,50,41.2,33,83,60.9,32,17,10.1,3
4/25/2018,61,54.6,50,58,52.0,47,97,91.1,83,20,10.3,0
4/26/2018,70,60.2,54,55,45.5,38,93,62.7,33,25,10.1,0
4/27/2018,57,52.0,49,49,46.1,42,94,80.9,57,15,8.7,0
4/28/2018,65,57.4,51,51,48.5,45,86,73.0,48,18,8.4,0
4/29/2018,57,52.8,48,50,40.2,31,86,64.4,37,25,12.1,0
4/30/2018,51,49.2,44,39,33.0,25,73,54.3,39,24,15.8,5
5/1/2018,81,64.8,50,40,32.4,24,59,33.3,12,20,8.9,0
5/2/2018,89,79.0,66,41,34.9,30,32,21.4,12,23,12.9,6
5/3/2018,93,80.5,71,66,52.2,40,81,40.0,25,21,11.1,0
5/4/2018,81,76.7,69,63,60.1,50,73,57.3,36,22,8.5,0
5/5/2018,77,67.7,61,49,41.5,33,56,39.8,22,23,11.6,0
5/6/2018,68,60.4,54,51,48.3,45,86,65.1,43,15,8.3,0
5/7/2018,75,62.9,55,51,49.4,46,86,63.6,36,15,6.5,0
5/8/2018,71,61.7,54,51,48.2,46,77,62.0,47,10,6.3,0
5/9/2018,74,64.0,54,52,47.4,39,83,57.6,33,12,6.3,0
5/10/2018,65,59.9,56,58,53.0,51,90,78.1,65,15,6.9,0
5/11/2018,72,65.8,61,58,40.6,30,90,44.7,23,18,10.5,0
5/12/2018,63,55.9,53,52,48.9,39,94,78.7,41,14,8.3,3
5/13/2018,55,53.5,53,51,48.7,47,90,83.5,77,12,7.5,0
5/14/2018,70,57.8,52,57,52.5,49,93,83.3,61,14,5.3,0
5/15/2018,90,68.0,60,65,60.7,55,93,79.7,42,45,9.9,0
5/16/2018,65,59.0,55,58,55.6,54,97,88.6,72,14,9.1,5
5/17/2018,73,62.0,55,62,57.4,54,100,85.8,66,10,5.6,0
5/18/2018,67,62.7,56,62,47.2,31,93,60.2,36,20,11.8,0
5/19/2018,56,53.5,51,54,49.4,36,97,87.0,47,16,11.1,3
5/20/2018,83,70.0,55,68,60.5,53,100,74.1,49,17,9.3,0
5/21/2018,78,68.0,61,53,48.8,40,75,52.0,27,14,7.7,3
5/22/2018,69,61.3,56,55,51.2,44,90,71.2,45,15,5.5,0
5/23/2018,82,67.5,57,61,56.0,49,94,71.0,35,16,5.9,0
5/24/2018,85,74.2,66,53,43.7,35,63,36.7,19,15,8.0,0
5/25/2018,88,79.5,68,60,51.3,45,55,38.6,24,18,11.9,6
5/26/2018,91,82.4,75,67,64.3,61,69,55.1,38,16,9.0,0
5/27/2018,82,63.6,57,66,57.9,51,93,82.3,58,25,16.3,3
5/28/2018,69,60.9,56,57,53.0,50,84,75.8,58,14,8.4,5
5/29/2018,87,75.1,62,66,63.2,57,87,68.1,41,13,6.4,0
5/30/2018,76,65.5,61,64,60.0,55,97,83.1,54,14,8.8,3
5/31/2018,69,64.7,62,66,61.2,57,97,88.4,78,13,8.2,3
6/1/2018,81,69.7,64,69,65.4,62,97,86.6,67,10,6.4,3
6/2/2018,87,77.3,69,68,66.4,62,90,69.8,51,18,9.2,0
6/3/2018,72,62.3,54,63,51.9,47,84,69.1,58,17,13.2,8
6/4/2018,70,58.3,52,57,51.4,48,94,79.0,57,18,11.3,5
6/5/2018,76,68.4,59,55,49.8,46,87,53.7,37,17,9.7,0
6/6/2018,70,63.8,60,54,49.1,46,80,59.5,44,13,7.9,3
6/7/2018,71,64.4,61,57,53.0,48,84,67.7,44,16,9.8,5
6/8/2018,82,73.1,62,63,58.9,56,80,62.3,42,16,7.6,3
6/9/2018,80,74.8,69,63,54.7,48,68,50.3,38,14,7.8,0
6/10/2018,72,68.5,64,59,51.2,44,70,54.2,39,14,5.7,0
6/11/2018,73,64.7,60,53,47.8,37,78,56.0,31,17,8.9,0
6/12/2018,74,66.8,60,53,47.3,42,65,50.5,35,20,9.8,0
6/13/2018,80,71.6,65,69,62.8,51,87,73.8,59,13,9.1,7
6/14/2018,85,77.2,70,70,52.9,45,78,45.5,25,21,14.6,7
6/15/2018,76,70.9,65,53,50.5,49,59,48.7,41,18,10.3,6
6/16/2018,86,76.0,68,55,49.8,43,61,41.7,22,14,6.2,0
6/17/2018,90,79.6,68,60,53.0,46,70,42.2,22,15,6.2,0
6/18/2018,92,83.2,74,73,66.7,59,77,58.3,44,24,11.9,7
6/19/2018,88,82.5,77,72,61.4,51,79,51.5,28,16,11.0,5
6/20/2018,83,75.3,70,67,56.6,46,79,53.5,28,13,7.5,3
6/21/2018,86,73.0,66,68,62.7,54,94,73.8,33,13,7.8,0
6/22/2018,74,70.1,65,65,59.3,53,84,68.9,52,16,11.4,6
6/23/2018,66,64.8,63,61,57.8,49,87,78.6,54,17,11.0,5
6/24/2018,87,73.2,66,68,64.4,61,93,75.3,41,17,8.2,3
6/25/2018,81,74.6,69,64,54.9,45,75,52.7,30,18,11.1,5
6/26/2018,76,70.8,64,61,54.3,48,70,56.8,40,16,11.1,3
6/27/2018,75,71.5,68,67,59.2,52,87,65.8,46,20,12.4,3
6/28/2018,86,75.6,71,72,69.1,67,91,80.8,57,17,10.5,0
6/29/2018,91,81.8,72,68,61.6,56,78,52.8,31,16,9.0,3
6/30/2018,95,84.3,74,66,59.5,55,62,44.6,27,12,5.8,0
7/1/2018,96,88.6,79,70,67.2,65,66,49.5,36,12,6.2,0
7/2/2018,94,85.6,78,74,69.1,64,79,59.2,38,18,8.9,0
7/3/2018,91,83.3,79,76,73.4,71,85,72.2,59,14,7.5,3
7/4/2018,89,82.1,78,73,71.2,65,84,70.3,46,15,7.7,0
7/5/2018,90,83.4,78,74,71.2,68,82,67.4,48,20,10.7,6
7/6/2018,83,79.6,73,75,67.9,53,85,68.6,45,20,12.3,8
7/7/2018,77,70.1,64,52,46.8,42,56,44.2,32,20,11.8,5
7/8/2018,82,74.1,67,55,51.4,47,63,46.2,29,12,6.1,0
7/9/2018,89,79.1,70,59,55.6,51,57,45.0,29,17,8.4,0
7/10/2018,95,84.0,74,68,58.5,50,62,44.3,22,14,7.0,3
7/11/2018,86,80.3,76,65,63.3,61,64,56.3,43,14,10.3,5
7/12/2018,85,75.9,68,64,56.8,47,84,54.0,31,16,8.3,0
7/13/2018,84,77.9,71,62,58.2,54,73,51.6,38,15,7.9,0
7/14/2018,90,82.6,74,67,58.8,54,60,45.0,34,15,10.0,5
7/15/2018,86,76.3,72,71,67.6,64,87,75.3,48,22,7.0,0
7/16/2018,92,84.4,78,72,69.8,68,74,62.2,48,20,8.3,0
7/17/2018,88,78.7,73,73,70.4,68,88,76.3,59,17,9.7,0
7/18/2018,85,78.2,71,67,56.8,49,81,50.3,30,17,10.9,0
7/19/2018,83,75.2,69,62,52.3,46,66,45.8,30,13,9.1,5
7/20/2018,82,76.3,70,66,59.1,50,87,57.3,33,14,8.6,0
7/21/2018,77,72.0,67,66,59.5,52,90,65.9,44,21,14.5,6
7/22/2018,82,77.2,72,74,70.8,67,91,81.1,65,28,17.0,10
7/23/2018,86,79.7,76,74,72.2,71,88,78.0,63,26,15.1,7
7/24/2018,86,81.1,77,73,72.0,71,88,74.1,63,24,16.8,12
7/25/2018,80,77.4,74,73,72.0,70,89,83.2,76,21,13.3,7
7/26/2018,88,79.4,75,71,69.1,67,87,72.0,49,13,7.7,5
7/27/2018,89,80.7,73,72,68.6,63,82,67.3,46,15,8.9,0
7/28/2018,89,80.0,72,71,67.2,60,91,66.5,43,13,6.4,0
7/29/2018,84,78.5,73,64,60.5,56,71,54.7,39,14,8.2,0
7/30/2018,81,76.7,73,67,62.2,55,79,61.5,41,14,6.9,0
7/31/2018,82,76.5,71,66,63.5,58,81,64.9,47,12,7.5,3
8/1/2018,91,81.0,75,76,72.4,67,90,75.9,48,17,10.7,6
8/2/2018,89,83.1,79,74,71.1,67,79,67.6,48,18,8.1,0
8/3/2018,87,80.5,76,74,71.5,70,85,74.3,61,21,9.2,5
8/4/2018,88,79.5,73,73,70.5,65,94,75.3,48,13,7.6,0
8/5/2018,94,85.5,78,70,65.9,59,71,53.1,32,10,4.8,0
8/6/2018,95,87.5,81,72,68.7,64,67,54.7,38,14,6.0,0
8/7/2018,91,83.5,76,75,71.7,69,85,68.1,50,18,9.6,3
8/8/2018,91,84.5,77,74,70.7,67,84,64.1,46,15,6.4,0
8/9/2018,89,82.3,75,73,67.0,59,90,62.2,39,26,10.4,0
8/10/2018,90,82.3,76,69,62.2,59,67,51.3,37,14,6.5,0
8/11/2018,83,75.6,72,72,69.7,68,94,82.2,60,20,7.8,0
8/12/2018,83,76.8,73,73,70.8,69,94,82.3,65,14,9.2,5
8/13/2018,76,74.2,72,72,70.3,69,93,87.7,82,18,11.9,0
8/14/2018,87,76.7,73,71,68.0,64,93,75.8,46,14,7.2,0
8/15/2018,90,81.1,73,68,64.8,60,76,59.5,37,15,11.3,7
8/16/2018,92,85.6,79,69,66.4,61,72,53.7,35,14,8.3,3
8/17/2018,90,84.4,76,75,71.1,68,85,64.6,48,30,11.6,3
8/18/2018,89,78.8,73,72,69.7,64,91,74.5,50,20,9.1,0
8/19/2018,74,72.1,70,66,63.7,58,84,74.8,61,23,12.7,7
8/20/2018,76,71.7,69,65,62.2,59,81,71.9,64,17,10.2,5
8/21/2018,80,73.8,68,68,63.2,59,82,69.8,50,14,8.7,0
8/22/2018,86,77.8,73,72,66.7,58,94,70.6,40,17,12.1,6
8/23/2018,80,74.4,68,62,54.0,46,71,50.8,31,16,11.9,8
8/24/2018,84,76.5,70,60,55.1,50,60,48.5,32,16,8.1,3
8/25/2018,81,76.5,73,63,57.0,52,68,51.5,36,13,7.8,3
8/26/2018,85,78.5,72,69,62.9,57,71,58.9,46,17,9.0,3
8/27/2018,91,83.6,77,71,68.3,66,74,60.6,45,12,6.8,0
8/28/2018,97,89.5,81,73,70.3,66,77,54.6,37,17,9.1,0
8/29/2018,97,90.9,84,73,69.7,65,69,50.7,36,18,10.0,3
8/30/2018,90,85.8,80,73,67.8,62,72,55.5,40,15,10.3,7
8/31/2018,79,75.5,73,65,63.2,60,69,65.8,60,17,12.6,0
9/1/2018,78,73.2,70,64,61.1,59,76,66.0,57,14,9.9,5
9/2/2018,82,76.2,71,70,65.9,63,78,70.6,56,14,6.5,0
9/3/2018,92,83.3,77,75,72.3,70,82,70.2,48,15,6.8,0
9/4/2018,92,86.3,80,71,68.3,67,69,55.3,45,12,7.6,5
9/5/2018,90,83.5,79,73,71.2,70,79,67.2,52,15,8.4,3
9/6/2018,96,84.4,77,74,72.4,69,84,68.6,43,15,9.0,0
9/7/2018,77,74.9,72,72,67.9,64,89,78.9,69,17,10.8,6
9/8/2018,72,69.0,63,64,57.2,52,78,66.7,49,16,11.0,5
9/9/2018,65,62.3,59,58,53.3,47,83,72.5,58,23,14.9,10
9/10/2018,67,62.5,57,63,58.4,49,94,86.3,69,22,16.0,9
9/11/2018,75,69.6,64,70,66.0,62,93,88.5,82,15,6.0,3
9/12/2018,77,73.8,72,73,71.1,70,97,91.0,83,12,6.8,0
9/13/2018,76,72.7,70,70,67.6,66,93,84.0,74,15,11.5,7
9/14/2018,75,72.7,70,67,65.3,63,87,77.6,71,16,11.4,3
9/15/2018,81,73.4,69,66,64.2,61,90,73.5,56,12,6.0,0
9/16/2018,85,76.2,70,66,64.6,62,87,68.3,46,12,4.7,0
9/17/2018,79,75.5,71,72,68.3,64,87,78.5,69,15,8.6,0
9/18/2018,83,75.7,72,74,71.0,68,91,85.3,71,16,10.4,0
9/19/2018,82,75.2,71,69,66.0,64,85,73.4,58,10,7.4,3
9/20/2018,73,68.6,66,62,57.6,56,78,68.0,57,13,9.1,6
9/21/2018,74,71.4,69,65,61.1,58,76,69.7,64,20,12.4,6
9/22/2018,76,71.3,64,68,55.8,46,76,58.9,42,16,11.7,7
9/23/2018,67,64.7,62,58,52.9,48,75,65.9,60,14,8.1,5
9/24/2018,71,64.3,60,56,53.3,51,77,67.6,49,20,14.3,7
9/25/2018,76,69.6,60,71,64.6,51,91,84.2,67,24,13.8,7
9/26/2018,83,75.5,73,74,71.0,67,94,86.2,69,18,8.2,0
9/27/2018,74,68.7,63,67,53.9,46,79,59.9,42,16,11.6,8
9/28/2018,65,62.6,58,61,57.1,52,94,82.5,70,22,11.2,0
9/29/2018,75,66.8,60,56,53.2,48,86,63.3,43,13,6.6,0
9/30/2018,72,65.2,58,57,50.4,44,72,59.5,44,13,7.1,3
10/1/2018,78,71.5,65,66,61.9,58,84,72.2,60,14,7.3,3
10/2/2018,78,71.3,66,68,64.7,62,94,80.0,62,17,9.2,0
10/3/2018,77,70.5,67,63,59.9,57,87,69.9,53,14,8.3,3
10/4/2018,78,71.7,64,70,63.4,59,84,75.7,58,13,5.6,0
10/5/2018,73,66.5,61,66,54.2,51,78,64.9,54,17,9.4,0
10/6/2018,69,66.1,64,63,58.5,55,87,76.8,73,12,7.8,3
10/7/2018,81,74.7,70,69,66.8,64,87,77.0,62,10,5.6,0
10/8/2018,73,67.6,65,68,63.2,60,93,86.0,78,14,10.2,5
10/9/2018,77,72.4,67,68,66.4,64,93,81.7,69,13,6.0,0
10/10/2018,82,75.1,71,70,68.2,65,87,79.5,56,14,7.9,3
10/11/2018,80,73.9,72,73,69.5,67,94,86.2,79,17,8.9,0
10/12/2018,72,62.5,54,68,49.0,37,88,62.6,44,25,16.5,3
10/13/2018,58,53.3,49,43,39.7,36,74,60.6,51,16,10.9,6
10/14/2018,60,55.8,52,42,38.8,36,62,53.3,42,10,6.8,0
10/15/2018,70,63.2,55,63,56.2,42,88,78.2,62,23,10.4,0
10/16/2018,63,55.0,49,54,35.4,28,75,48.8,34,26,13.9,7
10/17/2018,63,55.8,50,40,35.4,30,59,46.8,34,23,15.8,7
10/18/2018,52,48.5,44,31,25.3,19,52,41.2,27,23,15.2,6
10/19/2018,62,54.3,47,43,32.4,25,56,44.5,28,20,10.8,7
10/20/2018,65,59.1,55,51,45.5,39,83,62.3,42,20,12.1,6
10/21/2018,54,48.4,43,45,32.6,24,77,55.5,42,29,18.3,8
10/22/2018,58,48.7,43,36,30.6,25,63,50.2,33,14,9.9,6
10/23/2018,76,56.0,47,43,39.2,32,77,55.8,29,20,10.5,3
10/24/2018,55,50.8,47,37,34.5,31,66,54.2,41,26,17.9,12
10/25/2018,52,46.9,43,34,30.5,28,63,53.3,41,21,15.2,10
10/26/2018,50,46.1,42,37,31.7,27,64,57.6,48,15,7.5,0
10/27/2018,52,49.7,45,50,46.3,36,93,88.2,66,37,23.0,8
10/28/2018,54,50.1,47,46,42.2,38,93,75.4,57,15,9.6,5
10/29/2018,57,53.3,49,48,42.1,36,83,66.9,49,18,12.6,6
10/30/2018,57,50.8,45,34,30.5,28,65,47.1,33,22,12.9,0
10/31/2018,64,56.3,47,51,41.3,28,72,57.8,43,17,8.0,0
11/1/2018,70,62.9,58,57,53.2,49,84,71.1,55,10,7.5,3
11/2/2018,68,65.4,63,63,61.5,58,94,87.0,78,22,11.7,6
11/3/2018,66,58.5,52,63,47.6,31,94,70.3,37,30,14.4,0
11/4/2018,56,50.4,47,38,32.4,26,66,51.1,32,14,7.9,3
11/5/2018,55,52.1,49,52,46.8,39,93,82.0,69,23,13.6,8
11/6/2018,61,55.3,50,58,52.7,48,96,90.9,82,15,7.9,0
11/7/2018,64,59.3,53,53,38.6,35,84,47.6,35,17,13.5,8
11/8/2018,57,51.3,46,33,30.9,29,54,46.0,36,15,10.6,6
11/9/2018,54,50.2,43,49,41.3,29,89,72.7,43,21,13.9,7
11/10/2018,50,45.2,38,47,29.9,12,93,59.5,28,30,15.7,8
11/11/2018,47,42.0,36,24,21.4,19,59,44.6,33,16,10.7,0
11/12/2018,49,45.0,39,41,28.5,21,80,54.0,34,8,5.4,0
11/13/2018,54,48.1,44,50,42.9,30,96,82.9,58,22,12.2,6
11/14/2018,43,37.8,33,27,17.8,14,53,44.8,38,25,16.9,9
11/15/2018,40,33.9,30,37,26.6,12,100,77.4,46,31,17.9,8
11/16/2018,46,41.1,37,39,33.8,28,97,76.6,56,30,19.9,12
11/17/2018,48,44.5,40,31,29.9,28,65,57.0,46,17,13.3,6
11/18/2018,44,42.5,40,33,27.1,24,70,54.8,47,13,7.3,3
11/19/2018,51,46.8,41,43,38.6,33,87,73.6,63,10,5.2,0
11/20/2018,47,45.1,41,42,36.0,26,86,71.6,52,20,12.2,7
11/21/2018,45,39.4,29,31,22.1,10,79,50.6,43,28,16.1,8
11/22/2018,29,24.1,19,10,4.2,-2,55,43.0,31,24,18.6,13
11/23/2018,32,26.0,17,10,3.3,-16,56,39.5,13,13,7.5,3
11/24/2018,49,41.6,32,46,34.4,13,97,76.3,45,28,12.5,0
11/25/2018,54,49.8,46,47,41.5,36,93,74.6,51,26,12.6,0
11/26/2018,53,48.9,44,46,43.4,38,93,81.9,66,28,14.8,0
11/27/2018,47,42.7,38,43,31.9,24,90,66.7,49,24,16.4,8
11/28/2018,42,40.3,38,28,25.4,24,60,55.3,51,26,19.3,12
11/29/2018,46,42.4,40,29,27.2,26,60,54.9,46,29,19.5,13
11/30/2018,43,40.5,39,35,30.5,26,79,68.1,56,10,5.4,0
12/1/2018,45,42.0,38,39,33.5,28,89,72.8,52,10,6.5,3
12/2/2018,57,49.5,43,53,47.8,40,97,93.6,87,16,7.2,0
12/3/2018,56,53.2,46,53,41.5,32,93,66.5,43,20,13.6,5
12/4/2018,43,38.4,32,29,19.6,13,60,47.5,36,23,15.5,7
12/5/2018,38,33.6,29,22,16.0,13,61,48.9,37,15,9.3,5
12/6/2018,40,36.8,32,23,20.0,16,64,51.2,43,21,13.0,9
12/7/2018,40,35.8,29,25,17.0,10,59,46.9,38,21,15.2,8
12/8/2018,36,31.4,26,20,14.2,11,56,49.2,43,15,10.5,3
12/9/2018,36,33.4,30,20,16.7,11,57,50.5,38,14,6.8,0
12/10/2018,40,35.1,30,21,18.5,17,64,51.4,43,15,9.8,6
12/11/2018,40,35.3,30,28,21.9,17,68,58.6,48,17,8.1,3
12/12/2018,40,37.1,34,25,22.8,21,64,56.6,47,17,11.8,3
12/13/2018,42,37.3,33,37,30.0,16,89,76.0,50,17,12.7,9
12/14/2018,52,46.1,39,48,41.4,36,94,84.0,69,16,7.7,0
12/15/2018,50,47.0,46,48,44.3,38,100,90.8,71,20,7.5,0
12/16/2018,45,40.2,37,39,36.6,34,93,87.3,68,29,19.3,12
12/17/2018,46,41.1,38,35,31.3,23,89,70.0,47,29,16.4,8
12/18/2018,40,33.7,29,22,16.1,12,56,48.9,40,33,20.8,10
12/19/2018,42,35.0,27,25,18.6,14,63,52.1,38,15,7.9,6
12/20/2018,46,41.5,37,45,36.5,25,97,83.0,55,16,9.3,0
12/21/2018,61,56.7,52,59,54.9,49,100,93.7,86,26,16.0,6
12/22/2018,52,45.3,41,49,35.2,25,92,69.0,53,30,18.5,7
12/23/2018,43,39.9,37,26,23.9,22,59,52.9,47,18,10.0,0
12/24/2018,43,38.2,36,35,30.4,22,93,75.6,49,18,7.9,0
12/25/2018,40,36.8,34,23,21.3,20,61,53.6,45,17,13.2,8
12/26/2018,43,38.5,33,28,23.3,19,60,54.5,47,15,9.6,5
12/27/2018,43,40.8,39,33,27.2,21,68,58.8,47,14,9.5,6
12/28/2018,58,51.4,44,57,49.0,34,100,91.8,68,18,9.3,6
12/29/2018,56,49.2,40,53,37.6,24,93,65.6,50,26,14.6,6
12/30/2018,39,36.7,33,31,26.4,21,75,66.6,53,12,7.0,5
12/31/2018,47,42.8,36,45,37.7,30,93,82.3,65,15,8.7,0
1/1/2017,49,45.6,39,32,25.1,20,76,45.7,33,20,10.0,0
1/2/2017,42,40.1,38,38,34.3,25,93,80.8,55,18,13.1,3
1/3/2017,46,43.4,40,43,40.6,38,93,90.3,85,22,15.4,6
1/4/2017,54,45.8,36,41,33.5,10,89,66.2,28,26,14.4,6
1/5/2017,35,31.9,29,16,9.5,6,50,39.3,34,23,14.7,9
1/6/2017,34,30.9,28,26,18.1,9,85,61.3,40,14,9.2,3
1/7/2017,27,23.4,22,19,15.1,6,85,72.1,45,22,14.3,9
1/8/2017,27,22.2,19,10,6.6,2,63,51.6,35,23,18.6,13
1/9/2017,24,21.0,17,9,5.3,2,55,50.9,44,15,9.8,0
1/10/2017,47,33.0,23,39,22.4,9,79,65.6,47,17,7.8,0
1/11/2017,53,47.5,44,44,39.7,36,90,75.4,52,16,10.0,5
1/12/2017,67,57.5,48,52,49.0,45,90,74.8,57,20,11.1,5
1/13/2017,62,46.5,34,52,28.9,15,72,51.4,35,25,16.2,8
1/14/2017,34,31.6,29,30,23.1,14,89,72.7,48,12,5.6,0
1/15/2017,41,35.8,33,28,23.0,20,79,60.8,47,14,8.8,5
1/16/2017,44,38.5,32,25,21.3,18,59,50.3,40,12,5.9,0
1/17/2017,43,40.8,39,38,34.1,25,93,78.4,51,17,8.6,0
1/18/2017,44,41.7,39,39,37.6,35,93,85.3,76,17,10.6,3
1/19/2017,50,44.4,41,36,34.6,32,82,69.0,57,14,7.3,0
1/20/2017,46,42.8,41,40,34.8,31,96,73.7,63,12,6.6,0
1/21/2017,51,46.9,42,45,42.4,39,96,84.3,77,10,6.8,0
1/22/2017,49,45.5,43,45,42.1,40,97,88.4,71,28,10.7,0
1/23/2017,45,41.3,38,40,34.0,30,89,76.0,61,37,28.0,20
1/24/2017,41,39.3,38,36,34.9,31,89,84.2,73,28,18.6,14
1/25/2017,53,44.8,39,35,30.8,28,70,58.4,50,23,14.0,0
1/26/2017,56,49.0,45,43,33.2,25,77,55.3,39,25,13.0,0
1/27/2017,44,42.4,39,27,23.4,19,53,47.1,37,22,17.0,12
1/28/2017,40,38.3,37,22,20.2,19,53,48.2,43,23,15.7,6
1/29/2017,44,40.5,38,24,18.4,13,57,42.2,28,20,11.3,7
1/30/2017,38,35.2,32,21,13.9,8,59,42.3,30,20,12.6,7
1/31/2017,34,30.6,28,29,20.9,8,82,69.4,38,12,7.9,0
2/1/2017,49,43.2,35,30,26.3,22,82,52.8,37,21,14.1,0
2/2/2017,46,40.0,35,26,20.5,12,58,46.8,25,25,13.4,0
2/3/2017,34,31.3,28,14,10.5,8,47,41.9,37,25,13.7,8
2/4/2017,36,30.2,24,8,6.3,4,48,37.0,27,25,15.2,8
2/5/2017,45,38.9,33,22,17.1,9,52,41.7,35,18,11.8,6
2/6/2017,50,42.9,38,36,24.2,18,79,49.5,31,21,12.4,6
2/7/2017,41,39.1,37,38,35.4,33,96,86.6,77,21,12.2,5
2/8/2017,61,46.5,39,47,37.9,29,100,75.4,44,13,6.4,0
2/9/2017,43,31.1,19,30,22.8,3,93,73.1,48,32,19.9,12
2/10/2017,32,26.5,19,19,9.3,2,64,48.6,38,22,15.3,6
2/11/2017,48,39.8,31,32,25.7,20,79,58.5,39,10,5.0,0
2/12/2017,40,34.3,32,34,29.8,26,89,83.8,67,23,12.7,5
2/13/2017,42,37.4,33,33,22.5,17,76,55.5,46,41,26.7,16
2/14/2017,41,36.0,31,29,21.3,18,70,55.6,45,17,9.9,5
2/15/2017,49,40.7,37,34,30.3,25,79,67.2,50,24,11.3,0
2/16/2017,38,34.4,31,25,17.5,15,62,50.6,42,28,22.0,17
2/17/2017,44,36.4,29,19,16.1,15,58,44.6,32,20,15.3,8
2/18/2017,64,51.4,38,34,25.9,17,51,38.0,30,15,9.4,0
2/19/2017,66,59.1,53,36,32.8,30,47,37.6,26,17,10.1,6
2/20/2017,54,48.6,41,33,23.8,12,60,39.9,22,17,12.6,7
2/21/2017,47,42.0,36,33,24.3,12,65,50.5,32,15,9.8,5
2/22/2017,57,49.8,45,44,38.0,33,80,64.4,49,12,6.2,0
2/23/2017,64,52.7,42,51,45.3,38,85,76.5,63,13,6.1,0
2/24/2017,68,59.5,50,55,51.0,45,90,74.4,55,18,9.9,0
2/25/2017,65,55.8,47,55,50.9,35,97,83.9,63,24,11.5,3
2/26/2017,45,41.5,39,33,19.1,13,63,41.5,28,24,17.8,10
2/27/2017,54,46.5,38,33,24.0,15,49,41.8,26,17,9.3,3
2/28/2017,57,51.3,44,51,42.7,31,86,73.1,48,13,8.3,0
3/1/2017,71,59.0,53,56,52.1,48,93,79.1,51,18,8.9,5
3/2/2017,65,48.5,38,49,21.3,11,56,34.6,29,35,24.2,14
3/3/2017,41,34.5,27,17,10.8,3,54,38.4,21,28,18.4,13
3/4/2017,32,25.9,19,9,3.9,-4,48,39.5,28,31,21.3,12
3/5/2017,37,27.5,17,1,-3.0,-7,41,28.1,17,21,12.5,5
3/6/2017,44,36.8,28,27,11.2,-2,55,36.3,22,13,8.5,5
3/7/2017,53,48.9,43,46,41.7,28,87,76.7,56,13,8.2,3
3/8/2017,61,55.2,49,48,31.7,16,86,47.9,19,26,13.0,6
3/9/2017,63,56.6,49,25,17.8,13,36,22.9,14,29,17.3,9
3/10/2017,48,36.2,27,31,24.6,8,89,66.0,36,31,15.9,9
3/11/2017,30,25.2,20,10,5.6,0,50,43.6,35,29,19.2,10
3/12/2017,32,27.0,22,7,5.2,3,50,40.0,32,21,17.5,12
3/13/2017,36,29.5,23,22,8.5,3,64,42.4,27,18,9.0,0
3/14/2017,34,31.4,24,33,26.7,11,96,83.3,57,36,24.7,10
3/15/2017,29,26.1,23,15,11.2,9,63,53.6,45,29,20.0,13
3/16/2017,41,33.8,27,15,11.7,10,56,41.0,29,24,17.8,12
3/17/2017,49,40.0,33,17,14.8,9,52,37.5,20,17,11.8,7
3/18/2017,41,36.9,35,32,27.9,19,86,71.0,41,21,12.9,0
3/19/2017,48,41.1,36,28,23.0,14,70,51.0,26,24,13.4,7
3/20/2017,52,45.2,38,26,17.4,14,43,33.8,22,16,11.2,3
3/21/2017,61,51.9,45,31,26.8,23,48,38.4,30,17,8.0,5
3/22/2017,51,37.6,27,26,10.2,-2,48,32.7,24,33,21.6,0
3/23/2017,44,34.5,26,23,5.7,-1,53,32.3,15,17,10.0,0
