Date,BTC Volume,BTC Daily Volume Change (%),BTC New Coins Mined,BTC New Coins Mined (%),BTC Active Addresses,BTC Daily Active Addresses Change (%),BTC Transactions,BTC Daily Transactions Change (%)
2010-10-26,181342.71,0.20899452080457537,12050.0,0.18719211822660098,639,0.13499111900532856,277,0.3381642512077294
2010-10-27,201860.17,0.11314190683485448,10650.0,-0.11618257261410792,914,0.4303599374021909,355,0.2815884476534296
2010-10-28,187623.54,-0.07052718721083018,10950.0,0.028169014084507005,805,-0.11925601750547044,267,-0.24788732394366197
2010-10-29,86075.29,-0.5412340583702877,11150.0,0.0182648401826484,654,-0.18757763975155284,244,-0.08614232209737827
2010-10-30,58491.04,-0.3204665357502716,12600.0,0.13004484304932729,428,-0.345565749235474,174,-0.28688524590163933
2010-10-31,64906.13,0.10967645642819823,8950.0,-0.28968253968253965,403,-0.05841121495327106,128,-0.26436781609195403
2010-11-01,42257.25,-0.34894824263902346,8850.0,-0.011173184357541888,421,0.04466501240694787,174,0.359375
2010-11-02,62526.09,0.4796535505741617,8800.0,-0.005649717514124242,288,-0.31591448931116395,110,-0.367816091954023
2010-11-03,56979.98,-0.08870073276611401,9500.0,0.07954545454545459,394,0.3680555555555556,157,0.42727272727272725
2010-11-04,156797.78108788,1.751804775780546,10050.0,0.05789473684210522,423,0.07360406091370564,141,-0.10191082802547768
2010-11-05,42009.83,-0.7320763743687491,10950.0,0.08955223880597019,647,0.529550827423168,223,0.5815602836879432
2010-11-06,126535.36,2.0120417054770274,10900.0,-0.004566210045662156,414,-0.3601236476043277,176,-0.21076233183856508
2010-11-07,89753.73,-0.2906826202572941,12050.0,0.10550458715596323,486,0.17391304347826098,210,0.19318181818181812
2010-11-08,499441.79,4.564579767325547,13750.0,0.1410788381742738,1363,1.8045267489711936,240,0.1428571428571428
2010-11-09,51767.22,-0.896349842891601,10850.0,-0.21090909090909093,468,-0.6566397652237711,192,-0.19999999999999996
2010-11-10,58545.56,0.13093884508381937,10150.0,-0.06451612903225812,469,0.002136752136752129,194,0.01041666666666674
2010-11-11,41618.51,-0.2891261096486223,10950.0,0.07881773399014769,396,-0.15565031982942434,176,-0.09278350515463918
2010-11-12,33689.8,-0.19050922293950456,8450.0,-0.228310502283105,299,-0.24494949494949492,117,-0.3352272727272727
2010-11-13,38105.96,0.1310829984149504,11150.0,0.319526627218935,372,0.2441471571906355,120,0.02564102564102555
2010-11-14,35414.88,-0.07062097372694465,12800.0,0.14798206278026904,708,0.903225806451613,160,0.33333333333333326
2010-11-15,261987.23,6.397659684290898,10000.0,-0.21875,4217,4.956214689265536,4671,28.19375
2010-11-16,378031.26,0.44293773402619663,9850.0,-0.015000000000000013,3189,-0.24377519563670857,8908,0.9070862770284736
2010-11-17,62082.52,-0.8357741103209295,12350.0,0.25380710659898487,459,-0.8560677328316086,188,-0.9788953749438707
2010-11-18,59498.46108788,-0.04162297071897203,12850.0,0.04048582995951411,405,-0.11764705882352944,1237,5.579787234042553
2010-11-19,54398.74,-0.0857118149719478,7500.0,-0.41634241245136183,497,0.22716049382716053,9482,6.665319320937753
2010-11-20,159099.26,1.9246864909003412,5800.0,-0.22666666666666668,668,0.34406438631790737,9615,0.014026576671588353
2010-11-21,126034.96,-0.20782183399218823,7000.0,0.2068965517241379,620,-0.07185628742514971,9904,0.03005720228809161
2010-11-22,31402.79,-0.7508406397716951,8150.0,0.16428571428571437,466,-0.24838709677419357,180,-0.9818255250403877
2010-11-23,42631.65,0.3575752345571843,7000.0,-0.14110429447852757,525,0.12660944206008584,201,0.1166666666666667
2010-11-24,38608.89,-0.09436087976890417,8850.0,0.26428571428571423,801,0.5257142857142858,3759,17.70149253731343
2010-11-25,50602.19,0.3106357111017697,9050.0,0.02259887005649719,740,-0.07615480649188511,4802,0.27746741154562393
2010-11-26,89105.83,0.7609085693721951,9700.0,0.07182320441988943,1018,0.3756756756756756,1120,-0.7667638483965015
2010-11-27,24279.84,-0.727516819045398,9000.0,-0.07216494845360821,661,-0.35068762278978394,265,-0.7633928571428572
2010-11-28,24283.6,0.00015486098755168598,8600.0,-0.0444444444444444,538,-0.18608169440242062,282,0.0641509433962264
2010-11-29,34689.85,0.4285299543724983,10450.0,0.21511627906976738,710,0.3197026022304832,245,-0.13120567375886527
2010-11-30,59750.89,0.7224314893261286,10050.0,-0.038277511961722466,602,-0.15211267605633805,252,0.02857142857142847
2010-12-01,55044.62,-0.0787648518708256,9450.0,-0.05970149253731338,938,0.558139534883721,324,0.2857142857142858
2010-12-02,61254.39,0.11281338666703489,9400.0,-0.005291005291005346,641,-0.3166311300639659,272,-0.16049382716049387
2010-12-03,27582.73,-0.549701988706442,9450.0,0.005319148936170137,708,0.10452418096723859,195,-0.28308823529411764
2010-12-04,65206.76106783,1.3640430467843463,11450.0,0.21164021164021163,497,-0.29802259887005644,189,-0.03076923076923077
2010-12-05,21426.76,-0.671402786319792,11950.0,0.04366812227074246,488,-0.01810865191146882,195,0.031746031746031855
2010-12-06,96030.00094584,3.4817789038492055,12050.0,0.008368200836819994,507,0.03893442622950816,224,0.14871794871794863
2010-12-07,86851.21219765,-0.09558251231682013,11950.0,-0.008298755186721962,926,0.8264299802761341,334,0.4910714285714286
2010-12-08,29647.27528566,-0.6586429304154009,11900.0,-0.004184100418409997,687,-0.2580993520518359,285,-0.1467065868263473
2010-12-09,42492.55,0.4332699916121161,11150.0,-0.06302521008403361,632,-0.08005822416302766,263,-0.07719298245614037
2010-12-10,26642.24,-0.373013857723295,7350.0,-0.34080717488789236,491,-0.22310126582278478,226,-0.14068441064638781
2010-12-11,79771.92977788,1.994190044751492,8750.0,0.19047619047619047,823,0.6761710794297353,375,0.6592920353982301
2010-12-12,47790.92787191,-0.4009054562804124,8550.0,-0.02285714285714291,1026,0.24665856622114224,472,0.2586666666666666
2010-12-13,178698.24824802,2.739166745767521,7050.0,-0.17543859649122806,1539,0.5,505,0.06991525423728806
2010-12-14,116316.29260157,-0.3490910305951541,8600.0,0.21985815602836878,966,-0.37231968810916183,482,-0.045544554455445585
2010-12-15,112978.44742856,-0.028696282338050993,9750.0,0.13372093023255816,906,-0.06211180124223603,446,-0.07468879668049788
2010-12-16,84740.4,-0.24994189662958377,8650.0,-0.11282051282051286,781,-0.13796909492273735,358,-0.19730941704035876
2010-12-17,63088.66675504,-0.25550662074948893,8300.0,-0.040462427745664775,634,-0.18822023047375158,296,-0.17318435754189943
2010-12-18,83180.55020711,0.31847056667218143,8050.0,-0.030120481927710885,701,0.10567823343848581,338,0.14189189189189189
2010-12-19,98020.87129038,0.1784109511937504,9200.0,0.1428571428571428,909,0.296718972895863,367,0.08579881656804744
2010-12-20,83129.68001065,-0.15191857696934652,7950.0,-0.13586956521739135,1304,0.4345434543454345,773,1.1062670299727522
2010-12-21,101604.71959024,0.22224360273277965,9800.0,0.23270440251572322,900,-0.3098159509202454,434,-0.43855109961190164
2010-12-22,82723.13208696,-0.18583376421319053,7850.0,-0.19897959183673475,1057,0.1744444444444444,502,0.15668202764976957
2010-12-23,62909.59,-0.23951634309653147,7250.0,-0.07643312101910826,784,-0.2582781456953642,374,-0.2549800796812749
2010-12-24,60406.22918737,-0.039792992016479456,7400.0,0.020689655172413834,707,-0.0982142857142857,383,0.02406417112299475
2010-12-25,112597.04,0.8639971657681667,8400.0,0.1351351351351351,915,0.29420084865629414,466,0.2167101827676241
2010-12-26,70039.84016352,-0.37796020069870395,7250.0,-0.13690476190476186,885,-0.032786885245901676,439,-0.05793991416309008
2010-12-27,91519.0983169,0.3066720041512514,8300.0,0.14482758620689662,985,0.11299435028248594,360,-0.17995444191343968
2010-12-28,56620.69056498,-0.3813237716905655,8450.0,0.01807228915662651,868,-0.11878172588832492,492,0.3666666666666667
2010-12-29,110848.44683591,0.9577374583359455,8250.0,-0.023668639053254448,830,-0.04377880184331795,348,-0.29268292682926833
2010-12-30,64600.52,-0.4172176350325526,8450.0,0.024242424242424176,926,0.11566265060240966,424,0.21839080459770122
2010-12-31,59416.45,-0.08024811564984302,8100.0,-0.041420118343195256,741,-0.19978401727861772,393,-0.07311320754716977
2011-01-01,55246.04,-0.07018948456193519,9050.0,0.11728395061728403,903,0.21862348178137658,478,0.2162849872773538
2011-01-02,46563.89498822,-0.15715416004079197,8750.0,-0.03314917127071826,883,-0.022148394241417457,394,-0.17573221757322177
2011-01-03,67603.79633815,0.45185011595900204,7800.0,-0.10857142857142854,1246,0.4110985277463193,972,1.467005076142132
2011-01-04,40189.38554711,-0.40551584786621764,7050.0,-0.09615384615384615,939,-0.2463884430176565,838,-0.13786008230452673
2011-01-05,49426.32646677,0.2298353357214793,7700.0,0.09219858156028371,1390,0.48029818956336534,1156,0.3794749403341289
2011-01-06,31984.32918433,-0.35288880500084296,7050.0,-0.08441558441558439,1021,-0.2654676258992805,553,-0.5216262975778547
2011-01-07,56548.18336902,0.7679965411538006,8200.0,0.16312056737588643,1096,0.07345739471106749,856,0.5479204339963835
2011-01-08,58976.97234567,0.04295078695632548,8500.0,0.03658536585365857,1313,0.19799270072992692,1266,0.4789719626168225
2011-01-09,38283.05469134,-0.35088131572846526,8150.0,-0.04117647058823526,1230,-0.06321401370906321,1060,-0.16271721958925756
2011-01-10,82149.60971559,1.1458478268760786,8100.0,-0.006134969325153339,1281,0.04146341463414638,1150,0.08490566037735858
2011-01-11,104312.78614891,0.2697904044833699,8550.0,0.05555555555555558,1395,0.08899297423887598,1190,0.034782608695652195
2011-01-12,59178.45141248,-0.43268266914085896,8400.0,-0.01754385964912286,1104,-0.20860215053763442,995,-0.16386554621848737
2011-01-13,119971.10867027,1.027276919330971,9400.0,0.11904761904761907,1521,0.3777173913043479,1078,0.08341708542713566
2011-01-14,85264.91159374,-0.2892879582526565,9050.0,-0.037234042553191515,1436,-0.05588428665351741,1081,0.002782931354359919
2011-01-15,57051.29743052,-0.33089360718098015,7850.0,-0.13259668508287292,1273,-0.11350974930362112,805,-0.25531914893617025
2011-01-16,64830.03011814,0.13634628900584334,8700.0,0.10828025477707004,1374,0.07934014139827172,757,-0.05962732919254654
2011-01-17,58357.17663104,-0.09984344408454693,9050.0,0.04022988505747116,1177,-0.14337700145560406,649,-0.142668428005284
2011-01-18,104882.69323904,0.7972544131487889,7050.0,-0.22099447513812154,1280,0.08751062022090061,677,0.04314329738058542
2011-01-19,59805.21370812,-0.42978949280205003,8450.0,0.198581560283688,1388,0.08437500000000009,748,0.10487444608567209
2011-01-20,52152.72946975,-0.1279568078415042,9250.0,0.09467455621301779,1280,-0.0778097982708934,738,-0.013368983957219305
2011-01-21,60976.73447858,0.16919545915517564,8750.0,-0.05405405405405406,1807,0.4117187499999999,992,0.34417344173441733
2011-01-22,69676.15708752,0.14266789921319822,8250.0,-0.05714285714285716,2035,0.12617598229109017,1257,0.2671370967741935
2011-01-23,80119.06185463,0.14987773728669773,8500.0,0.030303030303030276,1770,-0.13022113022113024,911,-0.27525855210819417
2011-01-24,68782.53787557,-0.1414959650879246,9400.0,0.10588235294117654,1878,0.0610169491525423,1131,0.24149286498353462
2011-01-25,54614.34400623,-0.20598533155276633,7800.0,-0.17021276595744683,1296,-0.3099041533546326,733,-0.3519009725906278
2011-01-26,65679.65,0.2026080546258644,9000.0,0.15384615384615374,1419,0.09490740740740744,825,0.1255115961800819
2011-01-27,1035207.24905919,14.761461107956423,8000.0,-0.11111111111111116,1502,0.05849189570119795,681,-0.17454545454545456
2011-01-28,46040.2,-0.9555256205539113,7900.0,-0.012499999999999956,1550,0.031957390146471365,923,0.3553597650513951
2011-01-29,67616.52,0.4686408834018967,8050.0,0.018987341772152,1928,0.2438709677419355,1186,0.28494041170097506
2011-01-30,390392.53759254,4.773626587001814,7800.0,-0.03105590062111796,3057,0.5855809128630705,2436,1.0539629005059021
2011-01-31,189256.81982325,-0.515214043305354,8500.0,0.08974358974358965,2075,-0.3212299640170101,1223,-0.4979474548440066
2011-02-01,121205.55079477,-0.35957102677744546,8200.0,-0.03529411764705881,1766,-0.1489156626506024,849,-0.30580539656582173
2011-02-02,113821.26104348,-0.06092369287437471,7900.0,-0.03658536585365857,1339,-0.24178935447338623,738,-0.1307420494699647
2011-02-03,65733.90982325,-0.42248127264958446,8000.0,0.012658227848101333,1113,-0.16878267363704258,629,-0.14769647696476962
2011-02-04,53150.07108788,-0.1914360300369522,9700.0,0.2124999999999999,1332,0.1967654986522911,760,0.2082670906200319
2011-02-05,69620.393797,0.3098833618093839,8950.0,-0.07731958762886593,1353,0.015765765765765716,653,-0.14078947368421058
2011-02-06,77822.38039876,0.11781011503145833,8850.0,-0.011173184357541888,1232,-0.08943089430894313,732,0.12098009188361414
2011-02-07,154767.88080385,0.9887322902592177,10150.0,0.14689265536723162,1209,-0.018668831168831224,689,-0.058743169398907114
2011-02-08,66678.80722994,-0.5691689588071087,8400.0,-0.1724137931034483,1262,0.04383788254756005,678,-0.01596516690856309
2011-02-09,128187.0893116,0.9224562441489155,9600.0,0.1428571428571428,1916,0.5182250396196513,1035,0.5265486725663717
2011-02-10,217293.93942762,0.6951312382124313,9300.0,-0.03125,3381,0.7646137787056368,1848,0.7855072463768116
2011-02-11,251910.27054812,0.15930647311970048,9300.0,0.0,4145,0.22596864832889674,2169,0.1737012987012987
2011-02-12,131709.66428978,-0.477156433506268,9800.0,0.053763440860215006,3133,-0.2441495778045838,1716,-0.2088520055325035
2011-02-13,104222.31817975,-0.20869650118881122,9900.0,0.010204081632652962,3082,-0.016278327481647037,1624,-0.053613053613053574
2011-02-14,130173.60137725,0.2489992896986073,9800.0,-0.010101010101010055,3940,0.27839065541855934,1810,0.1145320197044335
2011-02-15,91802.12049414,-0.2947716009785072,11250.0,0.1479591836734695,3215,-0.18401015228426398,1999,0.10441988950276238
2011-02-16,61440.89014566,-0.33072471730561004,11600.0,0.03111111111111109,2775,-0.1368584758942457,1858,-0.0705352676338169
2011-02-17,93634.73165151,0.5239807143016151,11550.0,-0.004310344827586188,3301,0.1895495495495496,2019,0.08665231431646925
2011-02-18,118433.49368959,0.26484576396690174,10600.0,-0.08225108225108224,3436,0.040896697970312035,1844,-0.08667657256067363
2011-02-19,177445.45,0.4982708393714894,8050.0,-0.24056603773584906,2737,-0.2034342258440046,1422,-0.2288503253796096
2011-02-20,215803.85,0.21617009621830263,9900.0,0.2298136645962734,3011,0.10010960906101563,1741,0.2243319268635724
2011-02-21,229289.87,0.06249202690313438,9700.0,-0.02020202020202022,3124,0.03752906011291923,1776,0.02010338885697882
2011-02-22,347399.08,0.5151087136993886,10550.0,0.08762886597938135,3604,0.15364916773367487,1985,0.11768018018018012
2011-02-23,359549.64,0.03497579786336802,12150.0,0.15165876777251186,3601,-0.0008324084350721517,2020,0.017632241813602123
2011-02-24,219159.37,-0.3904614394830155,10350.0,-0.14814814814814814,3505,-0.02665926131630103,1902,-0.05841584158415847
2011-02-25,175646.76818048,-0.19854319630285489,11250.0,0.08695652173913038,3234,-0.07731811697574897,1835,-0.035226077812828605
2011-02-26,164986.32000999,-0.06069253810315589,13800.0,0.22666666666666657,3363,0.03988868274582558,1676,-0.08664850136239777
2011-02-27,189733.44855151,0.14999503316409224,12200.0,-0.1159420289855072,3448,0.02527505203687186,2025,0.2082338902147971
2011-02-28,124882.99,-0.34179771171925966,7500.0,-0.38524590163934425,2896,-0.16009280742459397,1570,-0.2246913580246913
2011-03-01,1033303.0202,7.274169446135138,6500.0,-0.1333333333333333,5066,0.7493093922651934,2599,0.6554140127388535
2011-03-02,2435914.46808385,1.357405737198338,8400.0,0.2923076923076924,3576,-0.2941176470588235,1841,-0.29165063485956133
2011-03-03,228696.49168828,-0.9061147282941432,9300.0,0.1071428571428572,4737,0.32466442953020125,3018,0.6393264530146658
2011-03-04,302496.77576452,0.32269967733843496,11050.0,0.18817204301075274,3105,-0.34452184927169094,1761,-0.41650099403578533
2011-03-05,128204.34382164,-0.576179470020397,13850.0,0.25339366515837103,3424,0.10273752012882453,1771,0.005678591709256109
2011-03-06,182994.07380034,0.4273625085194024,13700.0,-0.010830324909747335,3139,-0.08323598130841126,1757,-0.007905138339920903
2011-03-07,207192.90964754,0.13223835802247175,10550.0,-0.22992700729927007,3254,0.036635871296591294,1715,-0.0239043824701195
2011-03-08,186178.42944798,-0.10142470722240526,9350.0,-0.11374407582938384,3698,0.13644744929317754,2253,0.31370262390670556
2011-03-09,244550.55503696,0.3135278655108096,8000.0,-0.14438502673796794,3237,-0.12466197944835045,1674,-0.25699067909454065
2011-03-10,338605.17804093,0.3846019608900708,5500.0,-0.3125,2802,-0.13438368860055605,1551,-0.07347670250896055
2011-03-11,247646.22809133,-0.2686283490283927,6500.0,0.18181818181818188,2922,0.04282655246252687,1754,0.13088330109606705
2011-03-12,156500.72971233,-0.36804719006415165,7000.0,0.07692307692307687,3098,0.06023271731690616,2816,0.6054732041049031
2011-03-13,205162.67115768,0.31093747316576326,5850.0,-0.16428571428571426,2776,-0.10393802453195611,2594,-0.07883522727272729
2011-03-14,207648.38789148,0.012115833352011718,5600.0,-0.042735042735042694,2788,0.004322766570605152,2531,-0.02428681572860447
2011-03-15,121518.66643037,-0.4147863719805165,5600.0,0.0,3187,0.14311334289813482,2742,0.08336625839589096
2011-03-16,153747.91181285,0.2652205321965686,6800.0,0.2142857142857142,3034,-0.0480075305930342,3047,0.11123267687819105
2011-03-17,160523.06737881,0.04406665096178375,7050.0,0.03676470588235303,3090,0.018457481872115933,3226,0.058746307843780876
2011-03-18,170712.69283443,0.06347763983087895,6000.0,-0.14893617021276595,2974,-0.037540453074433655,2251,-0.30223186608803476
2011-03-19,119166.75,-0.3019455787298905,5750.0,-0.04166666666666663,3061,0.029253530598520427,3074,0.3656152820968459
2011-03-20,138932.61252934,0.16586726187749523,6850.0,0.19130434782608696,4319,0.41097680496569744,3939,0.28139232270657133
2011-03-21,151457.1292864,0.0901481410954903,7400.0,0.08029197080291972,4514,0.045149340125028914,5707,0.44884488448844895
2011-03-22,204690.26911854,0.3514733184429899,5950.0,-0.19594594594594594,3743,-0.17080194949047411,2119,-0.6287015945330297
2011-03-23,254537.71,0.24352618762053813,7850.0,0.31932773109243695,6710,0.7926796687149344,4413,1.0825861255309106
2011-03-24,251783.89767498,-0.010818877584071962,7600.0,-0.031847133757961776,4254,-0.36602086438152015,2012,-0.5440743258554271
2011-03-25,285191.8078667,0.13268485594279444,8650.0,0.13815789473684204,4019,-0.05524212505876824,1826,-0.09244532803180916
2011-03-26,319228.58920936,0.11934698123786558,6900.0,-0.20231213872832365,4709,0.17168449863150048,3197,0.7508214676889375
2011-03-27,145160.29202142,-0.5452779076556349,7150.0,0.03623188405797095,4643,-0.014015714589084682,2320,-0.2743196746950266
2011-03-28,135499.79246612,-0.06655056572822604,8400.0,0.1748251748251748,5190,0.11781175963816493,2763,0.19094827586206886
2011-03-29,110097.45112949,-0.1874714409100039,8150.0,-0.029761904761904767,4511,-0.13082851637764936,2555,-0.075280492218603
2011-03-30,122176.39452227,0.109711380861792,7800.0,-0.042944785276073594,3525,-0.21857681223675463,1600,-0.3737769080234834
2011-03-31,137203.30298476,0.12299354978715571,10050.0,0.28846153846153855,3999,0.13446808510638308,1894,0.18375000000000008
2011-04-01,78557.10827105,-0.42744010849523195,8800.0,-0.12437810945273631,3137,-0.21555388847211798,1403,-0.2592397043294614
2011-04-02,95012.73432044,0.20947341891216542,9000.0,0.022727272727272707,3148,0.0035065349059610895,1592,0.13471133285816106
2011-04-03,81403.66902044,-0.14323411906136774,8750.0,-0.02777777777777779,3474,0.10355781448538748,1630,0.023869346733668362
2011-04-04,143979.57701071,0.7687111495497525,8900.0,0.017142857142857126,4476,0.2884283246977548,2131,0.30736196319018405
2011-04-05,119913.56418476,-0.16714879516669112,9700.0,0.0898876404494382,4158,-0.07104557640750675,1925,-0.0966682308775223
2011-04-06,86013.30799748,-0.28270576742300213,7400.0,-0.23711340206185572,3733,-0.1022126022126022,1716,-0.10857142857142854
2011-04-07,110619.66496611,0.2860761612534528,7350.0,-0.006756756756756799,3289,-0.11893919099919636,1530,-0.10839160839160844
2011-04-08,127957.62595446,0.15673488971117155,8300.0,0.12925170068027203,3505,0.0656734569778048,1601,0.04640522875816999
2011-04-09,141592.8701,0.10656062148568446,7800.0,-0.06024096385542166,3482,-0.0065620542082739375,1577,-0.01499063085571517
2011-04-10,85002.705,-0.3996681828684818,8650.0,0.10897435897435903,3369,-0.03245261344055139,1571,-0.0038046924540265925
2011-04-11,86958.28545405,0.023006096735980197,8150.0,-0.05780346820809246,3912,0.16117542297417642,1780,0.1330362826225333
2011-04-12,138327.89102861,0.5907384823232795,8150.0,0.0,4188,0.07055214723926384,1914,0.07528089887640443
2011-04-13,177985.18327498,0.28669050002481256,9700.0,0.1901840490797546,4520,0.0792741165234001,2177,0.13740856844305127
2011-04-14,145817.77708196,-0.18073080916697792,8000.0,-0.17525773195876293,5823,0.2882743362831859,2721,0.24988516306844288
2011-04-15,101083.46928382,-0.30678226409250586,6800.0,-0.15000000000000002,4024,-0.3089472780353769,1882,-0.30834252113193683
2011-04-16,343720.36033964,2.4003617285290173,8650.0,0.2720588235294117,5234,0.3006958250497018,1981,0.052603613177470754
2011-04-17,1300284.67927388,2.7829725244935486,9000.0,0.040462427745664664,4200,-0.19755445166220864,2077,0.0484603735487128
2011-04-18,128375.77203095,-0.9012710262012477,7400.0,-0.1777777777777778,5409,0.2878571428571428,2887,0.3899855560905152
2011-04-19,2648900.87297451,19.63396255436648,7700.0,0.04054054054054057,6221,0.15012017008689216,3444,0.19293384135781078
2011-04-20,4786855.25204533,0.807109998295279,7200.0,-0.06493506493506496,5252,-0.15576273910946792,2825,-0.17973286875725902
2011-04-21,431722.37799102,-0.9098108559253899,7350.0,0.02083333333333326,3915,-0.2545696877380046,1768,-0.3741592920353982
2011-04-22,157742.95424113,-0.6346194631485813,8800.0,0.19727891156462585,4107,0.04904214559386966,1921,0.08653846153846145
2011-04-23,166070.06501805,0.05278911389088692,8600.0,-0.022727272727272707,4801,0.16897979060141233,2138,0.11296199895887549
2011-04-24,101626.17017361,-0.3880524454388312,8100.0,-0.05813953488372092,4530,-0.05644657363049366,2111,-0.012628624883068262
2011-04-25,97921.44776716,-0.0364544132689556,9600.0,0.18518518518518512,4940,0.09050772626931569,2400,0.13690194220748464
2011-04-26,178230.7690149,0.820140256082625,9750.0,0.015625,6011,0.2168016194331983,3260,0.3583333333333334
2011-04-27,247549.91657616,0.3889291840258231,9150.0,-0.06153846153846154,7342,0.22142738313092658,4397,0.3487730061349694
2011-04-28,148758.37378026,-0.399077261516694,8200.0,-0.10382513661202186,6056,-0.17515663307000817,2871,-0.34705481009779393
2011-04-29,776616.68897853,4.220658637514534,10000.0,0.2195121951219512,6586,0.08751651254953763,3334,0.16126785092302343
2011-04-30,404243.35673113,-0.4794814965117167,9450.0,-0.05500000000000005,8009,0.21606437898572728,4284,0.2849430113977205
2011-05-01,162341.35321471,-0.5984068741971031,8950.0,-0.05291005291005291,7343,-0.08315644899488073,3770,-0.11998132586367882
2011-05-02,119531.50276387,-0.26370268328501856,9850.0,0.1005586592178771,5814,-0.2082255209042626,2898,-0.23129973474801058
2011-05-03,187944.30138419,0.5723411572551458,9800.0,-0.005076142131979711,5887,0.012555899552803673,2739,-0.054865424430641796
2011-05-04,279832.29970578,0.48891079774616486,9850.0,0.005102040816326481,6210,0.054866655342279635,2603,-0.04965315808689308
2011-05-05,158884.11759837,-0.43221666060199904,10950.0,0.11167512690355319,6921,0.11449275362318834,3245,0.24663849404533233
2011-05-06,280832.38563308,0.7675296302615526,10900.0,-0.004566210045662156,6659,-0.03785580118479992,3072,-0.05331278890600921
2011-05-07,222009.46302396,-0.2094591849743952,10700.0,-0.01834862385321101,7090,0.06472443309806275,3673,0.19563802083333326
2011-05-08,529922.30659416,1.3869356710122265,10950.0,0.02336448598130847,6135,-0.13469675599435826,2679,-0.2706234685543153
2011-05-09,152652.72967335,-0.711933753733717,11950.0,0.091324200913242,7306,0.1908720456397719,3277,0.22321761851437105
2011-05-10,567637.80802625,2.718491043303943,9150.0,-0.2343096234309623,6931,-0.051327675882836044,2968,-0.09429356118400978
2011-05-11,176232.74776241,-0.6895331049649529,9550.0,0.04371584699453557,6863,-0.009810994084547664,2899,-0.023247978436657712
2011-05-12,207888.11417512,0.17962249817148912,8450.0,-0.11518324607329844,7017,0.022439166545242584,3192,0.10106933425319076
2011-05-13,452767.79141258,1.1779397692317284,10350.0,0.2248520710059172,9229,0.31523443066837675,3857,0.20833333333333326
2011-05-14,1787332.68222895,2.9475702912804183,12100.0,0.16908212560386482,8737,-0.053310217791743386,4172,0.08166969147005454
2011-05-15,311644.16335245,-0.8256372938003885,11000.0,-0.09090909090909094,8078,-0.0754263477166075,3550,-0.1490891658676894
2011-05-16,278135.84083743,-0.10752109763443318,12350.0,0.1227272727272728,11506,0.42436246595692007,4102,0.15549295774647898
2011-05-17,213827.57598351,-0.2312117153269293,12850.0,0.04048582995951411,10261,-0.10820441508778034,4207,0.025597269624573427
2011-05-18,180980.14139751,-0.15361645678728153,14400.0,0.12062256809338523,12695,0.23720884904005457,5293,0.25814119324934626
2011-05-19,181553.85926654,0.003170059789984858,8550.0,-0.40625,11771,-0.0727845608507286,4492,-0.1513319478556584
2011-05-20,345373.97827319,0.9023224274519273,11000.0,0.2865497076023391,11381,-0.03313227423328524,4575,0.018477292965271674
2011-05-21,653932.73501498,0.8934047616572918,11000.0,0.0,10577,-0.07064405588261136,4744,0.03693989071038262
2011-05-22,878645.10684297,0.3436322419657467,12550.0,0.14090909090909087,10533,-0.004159969745674563,5030,0.060286677908937714
2011-05-23,458227.15763291,-0.47848436864418387,14350.0,0.14342629482071723,11949,0.1344346340074054,5459,0.08528827037773357
2011-05-24,354352.97409151,-0.22668709571468604,14950.0,0.04181184668989557,12952,0.08394007866767095,5566,0.01960065946143974
2011-05-25,381724.41331447,0.07724343020722446,15350.0,0.026755852842809347,14348,0.10778258184064238,5951,0.06916996047430835
2011-05-26,412883.93462764,0.0816283167288554,14800.0,-0.03583061889250816,14242,-0.007387789238918363,6671,0.12098806923206173
2011-05-27,536274.02233876,0.2988493311622782,8350.0,-0.43581081081081086,10599,-0.2557927257407667,4686,-0.2975565882176585
2011-05-28,224944.42157997,-0.5805420135792547,7750.0,-0.07185628742514971,11415,0.07698839513161615,4858,0.03670507895860009
2011-05-29,265968.09942964,0.18237250589068577,9000.0,0.16129032258064524,11036,-0.03320192728865523,4573,-0.05866611774392749
2011-05-30,269176.3343513,0.01206248015660516,7700.0,-0.1444444444444445,12428,0.12613265675969565,5183,0.13339164662147396
2011-05-31,280069.08993259,0.0404669883314257,7500.0,-0.025974025974025983,13850,0.11441905374959771,5913,0.14084507042253525
2011-06-01,271556.69582778,-0.03039390782773954,9400.0,0.2533333333333334,13657,-0.013935018050541537,6352,0.07424319296465409
2011-06-02,353800.12844271,0.30285915935244834,9500.0,0.010638297872340496,15288,0.1194259354177345,6946,0.09351385390428213
2011-06-03,612095.00390065,0.7300587385167245,10100.0,0.06315789473684208,17582,0.15005232862375717,8239,0.18615030233227747
2011-06-04,476176.30669758,-0.22205490379256743,11200.0,0.10891089108910901,19181,0.09094528495051768,8587,0.042238135696079704
2011-06-05,553552.189338,0.16249418871141263,10400.0,-0.0714285714285714,17585,-0.08320734059746626,8384,-0.023640386630953802
2011-06-06,827402.38616478,0.49471432342139376,11650.0,0.12019230769230771,20676,0.17577480807506407,9470,0.1295324427480915
2011-06-07,525775.37308087,-0.3645469461141244,8500.0,-0.2703862660944206,18723,-0.09445734184561816,8832,-0.06737064413938754
2011-06-08,787577.41817709,0.4979351610976879,9250.0,0.08823529411764697,27013,0.4427709234631203,11630,0.31680253623188404
