,Date,Open,High,Low,Close,Adj Close,Volume,pctChange,index,Date,Open,High,Low,Close,Adj Close,Volume,pctChange,index,Date,Open,High,Low,Close,Adj Close,Volume,pctChange,index,Date,Open,High,Low,Close,Adj Close,Volume,pctChange,index,Date,Open,High,Low,Close,Adj Close,Volume,pctChange
0,2011-01-03,68.9000015258789,69.19000244140625,68.5999984741211,68.76000213623047,48.918704986572266,10195800,,0,2011-01-03,68.9000015258789,69.19000244140625,68.5999984741211,68.76000213623047,48.918704986572266,10195800,,0,2011-01-03,68.9000015258789,69.19000244140625,68.5999984741211,68.76000213623047,48.918704986572266,10195800,,0,2011-01-03,68.9000015258789,69.19000244140625,68.5999984741211,68.76000213623047,48.918704986572266,10195800,,0,2011-01-03,68.9000015258789,69.19000244140625,68.5999984741211,68.76000213623047,48.918704986572266,10195800,
1,2011-01-04,69.19000244140625,69.19000244140625,67.5199966430664,68.16999816894531,48.49894714355469,14542000,-0.00858072271399657,1,2011-01-04,69.19000244140625,69.19000244140625,67.5199966430664,68.16999816894531,48.49894714355469,14542000,-0.00858072271399657,1,2011-01-04,69.19000244140625,69.19000244140625,67.5199966430664,68.16999816894531,48.49894714355469,14542000,-0.00858072271399657,1,2011-01-04,69.19000244140625,69.19000244140625,67.5199966430664,68.16999816894531,48.49894714355469,14542000,-0.00858072271399657,1,2011-01-04,69.19000244140625,69.19000244140625,67.5199966430664,68.16999816894531,48.49894714355469,14542000,-0.00858072271399657
2,2011-01-05,67.83000183105469,68.55999755859375,67.56999969482422,68.44000244140625,48.69104766845703,11286200,0.003960921550188123,2,2011-01-05,67.83000183105469,68.55999755859375,67.56999969482422,68.44000244140625,48.69104766845703,11286200,0.003960921550188123,2,2011-01-05,67.83000183105469,68.55999755859375,67.56999969482422,68.44000244140625,48.69104766845703,11286200,0.003960921550188123,2,2011-01-05,67.83000183105469,68.55999755859375,67.56999969482422,68.44000244140625,48.69104766845703,11286200,0.003960921550188123,2,2011-01-05,67.83000183105469,68.55999755859375,67.56999969482422,68.44000244140625,48.69104766845703,11286200,0.003960921550188123
3,2011-01-06,68.66999816894531,68.69999694824219,67.5,67.79000091552734,48.22860336303711,11449200,-0.009497522184545248,3,2011-01-06,68.66999816894531,68.69999694824219,67.5,67.79000091552734,48.22860336303711,11449200,-0.009497522184545248,3,2011-01-06,68.66999816894531,68.69999694824219,67.5,67.79000091552734,48.22860336303711,11449200,-0.009497522184545248,3,2011-01-06,68.66999816894531,68.69999694824219,67.5,67.79000091552734,48.22860336303711,11449200,-0.009497522184545248,3,2011-01-06,68.66999816894531,68.69999694824219,67.5,67.79000091552734,48.22860336303711,11449200,-0.009497522184545248
4,2011-01-07,67.81999969482422,68.44000244140625,67.5999984741211,68.27999877929688,48.577205657958984,11080300,0.007228123366911587,4,2011-01-07,67.81999969482422,68.44000244140625,67.5999984741211,68.27999877929688,48.577205657958984,11080300,0.007228123366911587,4,2011-01-07,67.81999969482422,68.44000244140625,67.5999984741211,68.27999877929688,48.577205657958984,11080300,0.007228123366911587,4,2011-01-07,67.81999969482422,68.44000244140625,67.5999984741211,68.27999877929688,48.577205657958984,11080300,0.007228123366911587,4,2011-01-07,67.81999969482422,68.44000244140625,67.5999984741211,68.27999877929688,48.577205657958984,11080300,0.007228123366911587
5,2011-01-10,68.06999969482422,68.13999938964844,67.48999786376953,68.01000213623047,48.3851203918457,10804200,-0.0039542263395261346,5,2011-01-10,68.06999969482422,68.13999938964844,67.48999786376953,68.01000213623047,48.3851203918457,10804200,-0.0039542263395261346,5,2011-01-10,68.06999969482422,68.13999938964844,67.48999786376953,68.01000213623047,48.3851203918457,10804200,-0.0039542263395261346,5,2011-01-10,68.06999969482422,68.13999938964844,67.48999786376953,68.01000213623047,48.3851203918457,10804200,-0.0039542263395261346,5,2011-01-10,68.06999969482422,68.13999938964844,67.48999786376953,68.01000213623047,48.3851203918457,10804200,-0.0039542263395261346
6,2011-01-11,68.44999694824219,69.22000122070312,68.36000061035156,69.13999938964844,49.18904113769531,11365300,0.016615040726138064,6,2011-01-11,68.44999694824219,69.22000122070312,68.36000061035156,69.13999938964844,49.18904113769531,11365300,0.016615040726138064,6,2011-01-11,68.44999694824219,69.22000122070312,68.36000061035156,69.13999938964844,49.18904113769531,11365300,0.016615040726138064,6,2011-01-11,68.44999694824219,69.22000122070312,68.36000061035156,69.13999938964844,49.18904113769531,11365300,0.016615040726138064,6,2011-01-11,68.44999694824219,69.22000122070312,68.36000061035156,69.13999938964844,49.18904113769531,11365300,0.016615040726138064
7,2011-01-12,69.75,70.12999725341797,69.43000030517578,70.08999633789062,49.86492156982422,11026600,0.013740467724038474,7,2011-01-12,69.75,70.12999725341797,69.43000030517578,70.08999633789062,49.86492156982422,11026600,0.013740467724038474,7,2011-01-12,69.75,70.12999725341797,69.43000030517578,70.08999633789062,49.86492156982422,11026600,0.013740467724038474,7,2011-01-12,69.75,70.12999725341797,69.43000030517578,70.08999633789062,49.86492156982422,11026600,0.013740467724038474,7,2011-01-12,69.75,70.12999725341797,69.43000030517578,70.08999633789062,49.86492156982422,11026600,0.013740467724038474
8,2011-01-13,70.19999694824219,70.3499984741211,69.63999938964844,69.88999938964844,49.72262954711914,11521900,-0.0028535495138768407,8,2011-01-13,70.19999694824219,70.3499984741211,69.63999938964844,69.88999938964844,49.72262954711914,11521900,-0.0028535495138768407,8,2011-01-13,70.19999694824219,70.3499984741211,69.63999938964844,69.88999938964844,49.72262954711914,11521900,-0.0028535495138768407,8,2011-01-13,70.19999694824219,70.3499984741211,69.63999938964844,69.88999938964844,49.72262954711914,11521900,-0.0028535495138768407,8,2011-01-13,70.19999694824219,70.3499984741211,69.63999938964844,69.88999938964844,49.72262954711914,11521900,-0.0028535495138768407
9,2011-01-14,69.80000305175781,70.66999816894531,69.4800033569336,70.6500015258789,50.26332092285156,14005400,0.010874150877721478,9,2011-01-14,69.80000305175781,70.66999816894531,69.4800033569336,70.6500015258789,50.26332092285156,14005400,0.010874150877721478,9,2011-01-14,69.80000305175781,70.66999816894531,69.4800033569336,70.6500015258789,50.26332092285156,14005400,0.010874150877721478,9,2011-01-14,69.80000305175781,70.66999816894531,69.4800033569336,70.6500015258789,50.26332092285156,14005400,0.010874150877721478,9,2011-01-14,69.80000305175781,70.66999816894531,69.4800033569336,70.6500015258789,50.26332092285156,14005400,0.010874150877721478
10,2011-01-18,70.5999984741211,71.12999725341797,70.37999725341797,71.08999633789062,50.57635498046875,12535200,0.006227882516908423,10,2011-01-18,70.5999984741211,71.12999725341797,70.37999725341797,71.08999633789062,50.57635498046875,12535200,0.006227882516908423,10,2011-01-18,70.5999984741211,71.12999725341797,70.37999725341797,71.08999633789062,50.57635498046875,12535200,0.006227882516908423,10,2011-01-18,70.5999984741211,71.12999725341797,70.37999725341797,71.08999633789062,50.57635498046875,12535200,0.006227882516908423,10,2011-01-18,70.5999984741211,71.12999725341797,70.37999725341797,71.08999633789062,50.57635498046875,12535200,0.006227882516908423
11,2011-01-19,71.20999908447266,71.23999786376953,70.11000061035156,70.2300033569336,49.96452713012695,15117000,-0.012097112387360998,11,2011-01-19,71.20999908447266,71.23999786376953,70.11000061035156,70.2300033569336,49.96452713012695,15117000,-0.012097112387360998,11,2011-01-19,71.20999908447266,71.23999786376953,70.11000061035156,70.2300033569336,49.96452713012695,15117000,-0.012097112387360998,11,2011-01-19,71.20999908447266,71.23999786376953,70.11000061035156,70.2300033569336,49.96452713012695,15117000,-0.012097112387360998,11,2011-01-19,71.20999908447266,71.23999786376953,70.11000061035156,70.2300033569336,49.96452713012695,15117000,-0.012097112387360998
12,2011-01-20,69.69000244140625,69.94000244140625,68.7300033569336,69.7300033569336,49.608802795410156,23172500,-0.007119537703025869,12,2011-01-20,69.69000244140625,69.94000244140625,68.7300033569336,69.7300033569336,49.608802795410156,23172500,-0.007119537703025869,12,2011-01-20,69.69000244140625,69.94000244140625,68.7300033569336,69.7300033569336,49.608802795410156,23172500,-0.007119537703025869,12,2011-01-20,69.69000244140625,69.94000244140625,68.7300033569336,69.7300033569336,49.608802795410156,23172500,-0.007119537703025869,12,2011-01-20,69.69000244140625,69.94000244140625,68.7300033569336,69.7300033569336,49.608802795410156,23172500,-0.007119537703025869
13,2011-01-21,70.44000244140625,70.62000274658203,69.70999908447266,70.0999984741211,49.87201690673828,14574000,0.005305794465825686,13,2011-01-21,70.44000244140625,70.62000274658203,69.70999908447266,70.0999984741211,49.87201690673828,14574000,0.005305794465825686,13,2011-01-21,70.44000244140625,70.62000274658203,69.70999908447266,70.0999984741211,49.87201690673828,14574000,0.005305794465825686,13,2011-01-21,70.44000244140625,70.62000274658203,69.70999908447266,70.0999984741211,49.87201690673828,14574000,0.005305794465825686,13,2011-01-21,70.44000244140625,70.62000274658203,69.70999908447266,70.0999984741211,49.87201690673828,14574000,0.005305794465825686
14,2011-01-24,69.98999786376953,70.5199966430664,69.72000122070312,70.36000061035156,50.0570068359375,13098500,0.0037092931201310186,14,2011-01-24,69.98999786376953,70.5199966430664,69.72000122070312,70.36000061035156,50.0570068359375,13098500,0.0037092931201310186,14,2011-01-24,69.98999786376953,70.5199966430664,69.72000122070312,70.36000061035156,50.0570068359375,13098500,0.0037092931201310186,14,2011-01-24,69.98999786376953,70.5199966430664,69.72000122070312,70.36000061035156,50.0570068359375,13098500,0.0037092931201310186,14,2011-01-24,69.98999786376953,70.5199966430664,69.72000122070312,70.36000061035156,50.0570068359375,13098500,0.0037092931201310186
15,2011-01-25,70.19999694824219,70.30999755859375,69.36000061035156,70.16000366210938,49.91471862792969,15817700,-0.002842523294973698,15,2011-01-25,70.19999694824219,70.30999755859375,69.36000061035156,70.16000366210938,49.91471862792969,15817700,-0.002842523294973698,15,2011-01-25,70.19999694824219,70.30999755859375,69.36000061035156,70.16000366210938,49.91471862792969,15817700,-0.002842523294973698,15,2011-01-25,70.19999694824219,70.30999755859375,69.36000061035156,70.16000366210938,49.91471862792969,15817700,-0.002842523294973698,15,2011-01-25,70.19999694824219,70.30999755859375,69.36000061035156,70.16000366210938,49.91471862792969,15817700,-0.002842523294973698
16,2011-01-26,70.4000015258789,72.02999877929688,70.3499984741211,71.83999633789062,51.10993194580078,24221600,0.023945107790356523,16,2011-01-26,70.4000015258789,72.02999877929688,70.3499984741211,71.83999633789062,51.10993194580078,24221600,0.023945107790356523,16,2011-01-26,70.4000015258789,72.02999877929688,70.3499984741211,71.83999633789062,51.10993194580078,24221600,0.023945107790356523,16,2011-01-26,70.4000015258789,72.02999877929688,70.3499984741211,71.83999633789062,51.10993194580078,24221600,0.023945107790356523,16,2011-01-26,70.4000015258789,72.02999877929688,70.3499984741211,71.83999633789062,51.10993194580078,24221600,0.023945107790356523
17,2011-01-27,71.80000305175781,71.94999694824219,71.05000305175781,71.41999816894531,50.81113052368164,14988600,-0.00584624965722913,17,2011-01-27,71.80000305175781,71.94999694824219,71.05000305175781,71.41999816894531,50.81113052368164,14988600,-0.00584624965722913,17,2011-01-27,71.80000305175781,71.94999694824219,71.05000305175781,71.41999816894531,50.81113052368164,14988600,-0.00584624965722913,17,2011-01-27,71.80000305175781,71.94999694824219,71.05000305175781,71.41999816894531,50.81113052368164,14988600,-0.00584624965722913,17,2011-01-27,71.80000305175781,71.94999694824219,71.05000305175781,71.41999816894531,50.81113052368164,14988600,-0.00584624965722913
